instance,A,L,best_solution,best_multi_solution,best_fitness,best_multi_fitness
test_data/data_demand_random_50_batch_all1_equal_random/RC101_2.5.dat,4,60,"[[[[0,[18,26,3,14,20,13,49,15,12,1,29,41,19,34,33,42,36,37,21,46,24,48,25,31,2,22,17]],[18,[]],[26,[]],[3,[]],[14,[]],[20,[]],[13,[]],[49,[]],[15,[]],[12,[]],[1,[]],[29,[]],[41,[]],[19,[]],[34,[]],[33,[]],[42,[]],[36,[]],[37,[]],[21,[]],[46,[]],[24,[]],[48,[]],[25,[]],[31,[]],[2,[]],[22,[]],[17,[]]],[[0,[43,32,8,28,11,45,4,5,30,40,35,38,27,39,6,47,16,50,44,10,9,23,7]],[43,[]],[32,[]],[8,[]],[28,[]],[11,[]],[45,[]],[4,[]],[5,[]],[30,[]],[40,[]],[35,[]],[38,[]],[27,[]],[39,[]],[6,[]],[47,[]],[16,[]],[50,[]],[44,[]],[10,[]],[9,[]],[23,[]],[7,[]]]],[]]",,1457,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_2.5.dat,8,60,"[[[[0,[4,47,6,39,27,38,5,30,40,35,26,3,14,20,13,49,15,12,1,29,41,19,34,33,42,36,37,21,46]],[4,[]],[47,[]],[6,[]],[39,[]],[27,[]],[38,[]],[5,[]],[30,[]],[40,[]],[35,[]],[26,[]],[3,[]],[14,[]],[20,[]],[13,[]],[49,[]],[15,[]],[12,[]],[1,[]],[29,[]],[41,[]],[19,[]],[34,[]],[33,[]],[42,[]],[36,[]],[37,[]],[21,[]],[46,[]]],[[0,[18,32,43,24,48,25,31,8,28,11,45,16,50,44,10,9,23,7,2,22,17]],[18,[]],[32,[]],[43,[]],[24,[]],[48,[]],[25,[]],[31,[]],[8,[]],[28,[]],[11,[]],[45,[]],[16,[]],[50,[]],[44,[]],[10,[]],[9,[]],[23,[]],[7,[]],[2,[]],[22,[]],[17,[]]]],[]]",,1481,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_2.5.dat,8,60,"[[[[0,[28,30,40,35,26,3,14,20,13,49,15,12,18,1,29,41,19,34,33,42,36,37,21,46]],[28,[]],[30,[]],[40,[]],[35,[]],[26,[]],[3,[]],[14,[]],[20,[]],[13,[]],[49,[]],[15,[]],[12,[]],[18,[]],[1,[]],[29,[]],[41,[]],[19,[]],[34,[]],[33,[]],[42,[]],[36,[]],[37,[]],[21,[]],[46,[]]],[[0,[8,43,32,44,50,11,45,4,5,38,27,39,6,47,16,10,9,23,7,25,24,48,31,2,22,17]],[8,[]],[43,[]],[32,[]],[44,[]],[50,[]],[11,[]],[45,[]],[4,[]],[5,[]],[38,[]],[27,[]],[39,[]],[6,[]],[47,[]],[16,[]],[10,[]],[9,[]],[23,[]],[7,[]],[25,[]],[24,[]],[48,[]],[31,[]],[2,[]],[22,[]],[17,[]]]],[]]",,1549,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_2.5.dat,8,60,"[[[[0,[4,47,39,6,38,27,5,30,40,35,26,3,14,20,13,49,15,12,29,41,19,34,33,42,36,37,21,46]],[4,[]],[47,[]],[39,[]],[6,[]],[38,[]],[27,[]],[5,[]],[30,[]],[40,[]],[35,[]],[26,[]],[3,[]],[14,[]],[20,[]],[13,[]],[49,[]],[15,[]],[12,[]],[29,[]],[41,[]],[19,[]],[34,[]],[33,[]],[42,[]],[36,[]],[37,[]],[21,[]],[46,[]]],[[0,[18,1,8,43,32,31,48,25,24,22,28,11,45,16,50,44,10,9,23,7,2,17]],[18,[]],[1,[]],[8,[]],[43,[]],[32,[]],[31,[]],[48,[]],[25,[]],[24,[]],[22,[]],[28,[]],[11,[]],[45,[]],[16,[]],[50,[]],[44,[]],[10,[]],[9,[]],[23,[]],[7,[]],[2,[]],[17,[]]]],[]]",,1489,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_2.dat,4,60,"[[[[0,[17,28,12,38,48,26,13,36,43,50,10,22,14,24,34,5,19,11,23,6,16,47,3,44,33,7]],[17,[]],[28,[]],[12,[]],[38,[]],[48,[]],[26,[]],[13,[]],[36,[]],[43,[]],[50,[]],[10,[]],[22,[]],[14,[]],[24,[]],[34,[]],[5,[]],[19,[]],[11,[]],[23,[]],[6,[]],[16,[]],[47,[]],[3,[]],[44,[]],[33,[]],[7,[]]],[[0,[39,35,46,29,30,45,15,42,21,20,37,49,32,27,9,41,31,25,40,8,1,4,2,18]],[39,[]],[35,[]],[46,[]],[29,[]],[30,[]],[45,[]],[15,[]],[42,[]],[21,[]],[20,[]],[37,[]],[49,[]],[32,[]],[27,[]],[9,[]],[41,[]],[31,[]],[25,[]],[40,[]],[8,[]],[1,[]],[4,[]],[2,[]],[18,[]]]],[]]",,1257,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_2.dat,4,60,"[[[[0,[17,43,38,12,48,28,36,13,26,50,10,22,14,24,19,34,5,6,23,11,32,49,21,27]],[17,[]],[43,[]],[38,[]],[12,[]],[48,[]],[28,[]],[36,[]],[13,[]],[26,[]],[50,[]],[10,[]],[22,[]],[14,[]],[24,[]],[19,[]],[34,[]],[5,[]],[6,[]],[23,[]],[11,[]],[32,[]],[49,[]],[21,[]],[27,[]]],[[0,[39,16,3,47,33,44,35,46,29,7,30,45,15,42,20,37,9,41,31,25,40,8,1,4,2,18]],[39,[]],[16,[]],[3,[]],[47,[]],[33,[]],[44,[]],[35,[]],[46,[]],[29,[]],[7,[]],[30,[]],[45,[]],[15,[]],[42,[]],[20,[]],[37,[]],[9,[]],[41,[]],[31,[]],[25,[]],[40,[]],[8,[]],[1,[]],[4,[]],[2,[]],[18,[]]]],[]]",,1285,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_2.dat,4,60,"[[[[0,[17,28,12,38,48,26,13,36,43,50,10,22,14,24,19,11,23,34,5,6,47,3,16,7,44,33,35,46]],[17,[]],[28,[]],[12,[]],[38,[]],[48,[]],[26,[]],[13,[]],[36,[]],[43,[]],[50,[]],[10,[]],[22,[]],[14,[]],[24,[]],[19,[]],[11,[]],[23,[]],[34,[]],[5,[]],[6,[]],[47,[]],[3,[]],[16,[]],[7,[]],[44,[]],[33,[]],[35,[]],[46,[]]],[[0,[39,29,30,45,15,42,21,20,37,49,32,27,9,41,31,25,40,8,1,4,2,18]],[39,[]],[29,[]],[30,[]],[45,[]],[15,[]],[42,[]],[21,[]],[20,[]],[37,[]],[49,[]],[32,[]],[27,[]],[9,[]],[41,[]],[31,[]],[25,[]],[40,[]],[8,[]],[1,[]],[4,[]],[2,[]],[18,[]]]],[]]",,1261,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_2.dat,8,60,"[[[[0,[11,23,14,10,26,13,12,38,48,17,28,36,43,50,22,24,19,34,5,6,46,35]],[11,[]],[23,[]],[14,[]],[10,[]],[26,[]],[13,[]],[12,[]],[38,[]],[48,[]],[17,[]],[28,[]],[36,[]],[43,[]],[50,[]],[22,[]],[24,[]],[19,[]],[34,[]],[5,[]],[6,[]],[46,[]],[35,[]]],[[0,[39,16,3,47,33,44,7,29,30,45,15,42,21,20,37,49,32,27,9,41,31,25,40,8,1,4,2,18]],[39,[]],[16,[]],[3,[]],[47,[]],[33,[]],[44,[]],[7,[]],[29,[]],[30,[]],[45,[]],[15,[]],[42,[]],[21,[]],[20,[]],[37,[]],[49,[]],[32,[]],[27,[]],[9,[]],[41,[]],[31,[]],[25,[]],[40,[]],[8,[]],[1,[]],[4,[]],[2,[]],[18,[]]]],[]]",,1289,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_2.dat,8,60,"[[[[0,[17,36,28,48,12,38,43,50,26,13,10,22,14,24,19,34,5,11,23,6,47,3,16,7,44,33,35,39]],[17,[]],[36,[]],[28,[]],[48,[]],[12,[]],[38,[]],[43,[]],[50,[]],[26,[]],[13,[]],[10,[]],[22,[]],[14,[]],[24,[]],[19,[]],[34,[]],[5,[]],[11,[]],[23,[]],[6,[]],[47,[]],[3,[]],[16,[]],[7,[]],[44,[]],[33,[]],[35,[]],[39,[]]],[[0,[46,29,30,45,15,42,21,20,37,49,32,27,9,41,31,25,40,8,1,4,2,18]],[46,[]],[29,[]],[30,[]],[45,[]],[15,[]],[42,[]],[21,[]],[20,[]],[37,[]],[49,[]],[32,[]],[27,[]],[9,[]],[41,[]],[31,[]],[25,[]],[40,[]],[8,[]],[1,[]],[4,[]],[2,[]],[18,[]]]],[]]",,1249,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_2.dat,8,60,"[[[[0,[17,36,28,48,12,38,43,13,26,50,10,22,14,24,19,34,5,11,23,6,39,47,3,16,7,44,33,35,46]],[17,[]],[36,[]],[28,[]],[48,[]],[12,[]],[38,[]],[43,[]],[13,[]],[26,[]],[50,[]],[10,[]],[22,[]],[14,[]],[24,[]],[19,[]],[34,[]],[5,[]],[11,[]],[23,[]],[6,[]],[39,[]],[47,[]],[3,[]],[16,[]],[7,[]],[44,[]],[33,[]],[35,[]],[46,[]]],[[0,[29,30,45,15,42,21,20,37,49,32,27,9,41,31,25,40,8,1,4,2,18]],[29,[]],[30,[]],[45,[]],[15,[]],[42,[]],[21,[]],[20,[]],[37,[]],[49,[]],[32,[]],[27,[]],[9,[]],[41,[]],[31,[]],[25,[]],[40,[]],[8,[]],[1,[]],[4,[]],[2,[]],[18,[]]]],[]]",,1249,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_3.dat,4,60,"[[[[0,[47,23,1,39,37,17,5,12,19,31,28,22,41,40,44,27,33,42,25,29,9,20,43]],[47,[]],[23,[]],[1,[]],[39,[]],[37,[]],[17,[]],[5,[]],[12,[]],[19,[]],[31,[]],[28,[]],[22,[]],[41,[]],[40,[]],[44,[]],[27,[]],[33,[]],[42,[]],[25,[]],[29,[]],[9,[]],[20,[]],[43,[]]],[[0,[21,16,46,30,10,34,50,45,26,35,32,3,48,11,13,4,38,18,15,6,36,14,49,7,24,8,2]],[21,[]],[16,[]],[46,[]],[30,[]],[10,[]],[34,[]],[50,[]],[45,[]],[26,[]],[35,[]],[32,[]],[3,[]],[48,[]],[11,[]],[13,[]],[4,[]],[38,[]],[18,[]],[15,[]],[6,[]],[36,[]],[14,[]],[49,[]],[7,[]],[24,[]],[8,[]],[2,[]]]],[]]",,1641,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_3.dat,4,60,"[[[[0,[5,12,19,31,39,37,17,1,23,47,22,28,25,42,41,40,44,27,33,29,20,9,43]],[5,[]],[12,[]],[19,[]],[31,[]],[39,[]],[37,[]],[17,[]],[1,[]],[23,[]],[47,[]],[22,[]],[28,[]],[25,[]],[42,[]],[41,[]],[40,[]],[44,[]],[27,[]],[33,[]],[29,[]],[20,[]],[9,[]],[43,[]]],[[0,[21,16,46,30,10,34,50,45,26,35,32,3,48,11,13,4,38,18,15,6,36,14,49,7,24,8,2]],[21,[]],[16,[]],[46,[]],[30,[]],[10,[]],[34,[]],[50,[]],[45,[]],[26,[]],[35,[]],[32,[]],[3,[]],[48,[]],[11,[]],[13,[]],[4,[]],[38,[]],[18,[]],[15,[]],[6,[]],[36,[]],[14,[]],[49,[]],[7,[]],[24,[]],[8,[]],[2,[]]]],[]]",,1641,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_3.dat,4,60,"[[[[0,[5,12,31,19,37,39,1,23,17,47,28,25,42,22,41,40,44,27,50,43,20,9,29,33]],[5,[]],[12,[]],[31,[]],[19,[]],[37,[]],[39,[]],[1,[]],[23,[]],[17,[]],[47,[]],[28,[]],[25,[]],[42,[]],[22,[]],[41,[]],[40,[]],[44,[]],[27,[]],[50,[]],[43,[]],[20,[]],[9,[]],[29,[]],[33,[]]],[[0,[21,16,46,30,34,10,45,26,35,32,3,48,11,13,4,38,18,15,6,36,14,49,7,24,8,2]],[21,[]],[16,[]],[46,[]],[30,[]],[34,[]],[10,[]],[45,[]],[26,[]],[35,[]],[32,[]],[3,[]],[48,[]],[11,[]],[13,[]],[4,[]],[38,[]],[18,[]],[15,[]],[6,[]],[36,[]],[14,[]],[49,[]],[7,[]],[24,[]],[8,[]],[2,[]]]],[]]",,1633,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_3.dat,4,90,"[[[[0,[19,12,39,37,23,17,5,1,31,22,28,33,42,41,40,34,27,25,29,20,9]],[19,[]],[12,[]],[39,[]],[37,[]],[23,[]],[17,[]],[5,[]],[1,[]],[31,[47,50,44,43]],[47,[]],[22,[]],[28,[]],[33,[]],[42,[]],[41,[]],[40,[]],[44,[]],[50,[]],[34,[]],[27,[]],[25,[]],[29,[]],[20,[]],[9,[]],[43,[]]],[[0,[21,16,46,30,10,45,26,35,32,3,48,11,13,4,38,18,15,6,36,14,49,7,24,8,2]],[21,[]],[16,[]],[46,[]],[30,[]],[10,[]],[45,[]],[26,[]],[35,[]],[32,[]],[3,[]],[48,[]],[11,[]],[13,[]],[4,[]],[38,[]],[18,[]],[15,[]],[6,[]],[36,[]],[14,[]],[49,[]],[7,[]],[24,[]],[8,[]],[2,[]]]],[[[31,[47,50,44,43]]]]]",,1633,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_3.dat,4,90,"[[[[0,[19,12,39,37,23,17,5,1,31,22,28,25,42,41,34,27,40,33,29,20,9]],[19,[]],[12,[]],[39,[]],[37,[]],[23,[]],[17,[]],[5,[]],[1,[]],[31,[47,50,44,43]],[47,[]],[22,[]],[28,[]],[25,[]],[42,[]],[41,[]],[50,[]],[34,[]],[27,[]],[40,[]],[44,[]],[33,[]],[29,[]],[20,[]],[9,[]],[43,[]]],[[0,[21,16,46,30,10,45,26,35,32,3,48,11,13,4,38,18,15,6,36,14,49,7,24,8,2]],[21,[]],[16,[]],[46,[]],[30,[]],[10,[]],[45,[]],[26,[]],[35,[]],[32,[]],[3,[]],[48,[]],[11,[]],[13,[]],[4,[]],[38,[]],[18,[]],[15,[]],[6,[]],[36,[]],[14,[]],[49,[]],[7,[]],[24,[]],[8,[]],[2,[]]]],[[[31,[47,50,44,43]]]]]",,1633,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_3.dat,8,60,"[[[[0,[47,39,37,1,23,17,5,12,31,19,28,22,41,29,33,42,25,9,20,43,10,27,44,40]],[47,[]],[39,[]],[37,[]],[1,[]],[23,[]],[17,[]],[5,[]],[12,[]],[31,[]],[19,[]],[28,[]],[22,[]],[41,[]],[29,[]],[33,[]],[42,[]],[25,[]],[9,[]],[20,[]],[43,[]],[10,[]],[27,[]],[44,[]],[40,[]]],[[0,[21,16,46,30,34,50,45,26,35,32,3,48,11,13,4,38,18,15,6,36,14,49,7,24,8,2]],[21,[]],[16,[]],[46,[]],[30,[]],[34,[]],[50,[]],[45,[]],[26,[]],[35,[]],[32,[]],[3,[]],[48,[]],[11,[]],[13,[]],[4,[]],[38,[]],[18,[]],[15,[]],[6,[]],[36,[]],[14,[]],[49,[]],[7,[]],[24,[]],[8,[]],[2,[]]]],[]]",,1633,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_3.dat,8,60,"[[[[0,[12,37,39,31,19,5,17,1,23,47,28,25,42,22,41,40,44,27,33,29,9,20,43]],[12,[]],[37,[]],[39,[]],[31,[]],[19,[]],[5,[]],[17,[]],[1,[]],[23,[]],[47,[]],[28,[]],[25,[]],[42,[]],[22,[]],[41,[]],[40,[]],[44,[]],[27,[]],[33,[]],[29,[]],[9,[]],[20,[]],[43,[]]],[[0,[21,16,46,30,10,34,50,45,26,35,32,3,48,11,13,4,38,18,15,6,36,14,49,7,24,8,2]],[21,[]],[16,[]],[46,[]],[30,[]],[10,[]],[34,[]],[50,[]],[45,[]],[26,[]],[35,[]],[32,[]],[3,[]],[48,[]],[11,[]],[13,[]],[4,[]],[38,[]],[18,[]],[15,[]],[6,[]],[36,[]],[14,[]],[49,[]],[7,[]],[24,[]],[8,[]],[2,[]]]],[]]",,1641,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_3.dat,8,60,"[[[[0,[12,19,31,39,37,1,23,47,17,5,28,25,42,22,41,40,44,50,27,33,29,9,20,43]],[12,[]],[19,[]],[31,[]],[39,[]],[37,[]],[1,[]],[23,[]],[47,[]],[17,[]],[5,[]],[28,[]],[25,[]],[42,[]],[22,[]],[41,[]],[40,[]],[44,[]],[50,[]],[27,[]],[33,[]],[29,[]],[9,[]],[20,[]],[43,[]]],[[0,[21,16,46,30,34,10,45,26,35,32,3,48,11,13,4,38,18,15,6,36,14,49,7,24,8,2]],[21,[]],[16,[]],[46,[]],[30,[]],[34,[]],[10,[]],[45,[]],[26,[]],[35,[]],[32,[]],[3,[]],[48,[]],[11,[]],[13,[]],[4,[]],[38,[]],[18,[]],[15,[]],[6,[]],[36,[]],[14,[]],[49,[]],[7,[]],[24,[]],[8,[]],[2,[]]]],[]]",,1633,
test_data/data_demand_random_50_batch_all1_equal_cluster/C101_0.5.dat,4,60,"[[[[0,[11,13,14,12,32,31,10,9,8,29,30,16,15,4,3,28,27,26,25,24,23,22,1]],[11,[36,35,38,37]],[13,[]],[14,[]],[12,[]],[32,[]],[31,[]],[10,[46,47,48,49]],[9,[]],[8,[]],[29,[]],[30,[]],[46,[]],[47,[]],[48,[]],[49,[]],[16,[]],[15,[]],[4,[]],[3,[]],[36,[]],[35,[]],[28,[]],[37,[]],[38,[]],[27,[]],[26,[]],[25,[]],[24,[]],[23,[]],[22,[]],[1,[]]],[[0,[6,21,39,40,41,42,43,20,19,18,17,34,33,7,5,2]],[6,[50,45,44]],[21,[]],[39,[]],[40,[]],[41,[]],[42,[]],[43,[]],[50,[]],[20,[]],[19,[]],[18,[]],[17,[]],[45,[]],[44,[]],[34,[]],[33,[]],[7,[]],[5,[]],[2,[]]]],[[[6,[50,45,44]]],[[11,[36,35,38,37]]],[[10,[46,47,48,49]]]]]",,473,
test_data/data_demand_random_50_batch_all1_equal_cluster/C101_0.5.dat,4,60,"[[[[0,[11,13,14,12,8,9,10,31,32,29,30,15,4,3,1,28,27,26,25,24,23,22]],[11,[36,35,38,37]],[13,[]],[14,[]],[12,[]],[8,[]],[9,[]],[10,[46,47,48,49]],[31,[]],[32,[]],[29,[]],[30,[]],[46,[]],[47,[]],[48,[]],[49,[]],[15,[]],[4,[]],[3,[]],[1,[]],[36,[]],[35,[]],[28,[]],[37,[]],[38,[]],[27,[]],[26,[]],[25,[]],[24,[]],[23,[]],[22,[]]],[[0,[6,21,39,40,41,42,43,20,19,18,17,34,33,16,7,5,2]],[6,[50,45,44]],[21,[]],[39,[]],[40,[]],[41,[]],[42,[]],[43,[]],[50,[]],[20,[]],[19,[]],[18,[]],[17,[]],[45,[]],[44,[]],[34,[]],[33,[]],[16,[]],[7,[]],[5,[]],[2,[]]]],[[[6,[50,45,44]]],[[11,[36,35,38,37]]],[[10,[46,47,48,49]]]]]",,473,
test_data/data_demand_random_50_batch_all1_equal_cluster/C101_1.5.dat,4,60,"[[[[0,[22,23,21,27,45,44,50,49,48,47,46,35,9,8,7,5,2,1,28,30,15,14]],[22,[]],[23,[]],[21,[]],[27,[]],[45,[]],[44,[]],[50,[]],[49,[]],[48,[]],[47,[]],[46,[]],[35,[]],[9,[]],[8,[]],[7,[]],[5,[]],[2,[]],[1,[]],[28,[]],[30,[]],[15,[]],[14,[]]],[[0,[24,12,25,26,11,10,13,20,4,3,6,34,36,38,39,41,42,43,37,40,33,29,32,31,19,18,17,16]],[24,[]],[12,[]],[25,[]],[26,[]],[11,[]],[10,[]],[13,[]],[20,[]],[4,[]],[3,[]],[6,[]],[34,[]],[36,[]],[38,[]],[39,[]],[41,[]],[42,[]],[43,[]],[37,[]],[40,[]],[33,[]],[29,[]],[32,[]],[31,[]],[19,[]],[18,[]],[17,[]],[16,[]]]],[]]",,689,
test_data/data_demand_random_50_batch_all1_equal_cluster/C101_1.5.dat,4,60,"[[[[0,[3,5,9,4,20,21,22,24,26,23,27,45,44,50,49,48,47,46,35,8,7,6,1]],[3,[]],[5,[]],[9,[]],[4,[]],[20,[]],[21,[]],[22,[]],[24,[]],[26,[]],[23,[]],[27,[]],[45,[]],[44,[]],[50,[]],[49,[]],[48,[]],[47,[]],[46,[]],[35,[]],[8,[]],[7,[]],[6,[]],[1,[]]],[[0,[13,12,25,11,10,2,34,36,38,39,41,42,43,37,40,33,29,28,30,32,31,19,18,17,16,15,14]],[13,[]],[12,[]],[25,[]],[11,[]],[10,[]],[2,[]],[34,[]],[36,[]],[38,[]],[39,[]],[41,[]],[42,[]],[43,[]],[37,[]],[40,[]],[33,[]],[29,[]],[28,[]],[30,[]],[32,[]],[31,[]],[19,[]],[18,[]],[17,[]],[16,[]],[15,[]],[14,[]]]],[]]",,689,
test_data/data_demand_random_50_batch_all1_equal_cluster/C101_1.5.dat,4,60,"[[[[0,[10,11,12,25,26,24,23,22,21,27,45,44,50,49,48,47,46,35,34,6,5,3,2,1]],[10,[]],[11,[]],[12,[]],[25,[]],[26,[]],[24,[]],[23,[]],[22,[]],[21,[]],[27,[]],[45,[]],[44,[]],[50,[]],[49,[]],[48,[]],[47,[]],[46,[]],[35,[]],[34,[]],[6,[]],[5,[]],[3,[]],[2,[]],[1,[]]],[[0,[13,20,4,9,8,7,36,37,43,42,41,39,38,40,33,29,28,30,32,31,19,18,17,16,15,14]],[13,[]],[20,[]],[4,[]],[9,[]],[8,[]],[7,[]],[36,[]],[37,[]],[43,[]],[42,[]],[41,[]],[39,[]],[38,[]],[40,[]],[33,[]],[29,[]],[28,[]],[30,[]],[32,[]],[31,[]],[19,[]],[18,[]],[17,[]],[16,[]],[15,[]],[14,[]]]],[]]",,650,
test_data/data_demand_random_50_batch_all1_equal_cluster/C101_1.5.dat,4,90,"[[[[0,[2,3,4,20,21,22,24,12,25,26,23,49,48,47,46,50,44,45,27,8,7,5,6,1]],[2,[]],[3,[]],[4,[]],[20,[]],[21,[]],[22,[]],[24,[]],[12,[]],[25,[]],[26,[]],[23,[]],[49,[]],[48,[]],[47,[]],[46,[]],[50,[]],[44,[]],[45,[]],[27,[]],[8,[]],[7,[]],[5,[]],[6,[]],[1,[]]],[[0,[13,11,10,9,35,34,36,37,43,42,41,39,38,40,33,29,28,30,32,31,19,18,17,16,15,14]],[13,[]],[11,[]],[10,[]],[9,[]],[35,[]],[34,[]],[36,[]],[37,[]],[43,[]],[42,[]],[41,[]],[39,[]],[38,[]],[40,[]],[33,[]],[29,[]],[28,[]],[30,[]],[32,[]],[31,[]],[19,[]],[18,[]],[17,[]],[16,[]],[15,[]],[14,[]]]],[]]",,661,
test_data/data_demand_random_50_batch_all1_equal_cluster/C101_1.5.dat,4,90,"[[[[0,[1,28,30,15,14,20,21,27,45,44,50,49,48,47,46,35,34]],[1,[]],[28,[]],[30,[]],[15,[]],[14,[]],[20,[]],[21,[]],[27,[]],[45,[]],[44,[]],[50,[]],[49,[]],[48,[]],[47,[]],[46,[]],[35,[]],[34,[]]],[[0,[13,10,11,12,25,26,24,23,22,2,3,4,9,8,7,5,6,36,37,43,42,41,38,39,40,33,29,32,31,19,18,17,16]],[13,[]],[10,[]],[11,[]],[12,[]],[25,[]],[26,[]],[24,[]],[23,[]],[22,[]],[2,[]],[3,[]],[4,[]],[9,[]],[8,[]],[7,[]],[5,[]],[6,[]],[36,[]],[37,[]],[43,[]],[42,[]],[41,[]],[38,[]],[39,[]],[40,[]],[33,[]],[29,[]],[32,[]],[31,[]],[19,[]],[18,[]],[17,[]],[16,[]]]],[]]",,698,
test_data/data_demand_random_50_batch_all1_equal_cluster/C101_1.5.dat,4,90,"[[[[0,[13,24,21,27,45,44,50,46,47,48,49,8,7,5,6,3,2,1,28,30,15,14]],[13,[]],[24,[]],[21,[]],[27,[]],[45,[]],[44,[]],[50,[]],[46,[]],[47,[]],[48,[]],[49,[]],[8,[]],[7,[]],[5,[]],[6,[]],[3,[]],[2,[]],[1,[]],[28,[]],[30,[]],[15,[]],[14,[]]],[[0,[10,11,12,25,26,23,22,20,4,9,35,34,36,38,39,41,42,43,37,40,33,29,32,31,19,18,17,16]],[10,[]],[11,[]],[12,[]],[25,[]],[26,[]],[23,[]],[22,[]],[20,[]],[4,[]],[9,[]],[35,[]],[34,[]],[36,[]],[38,[]],[39,[]],[41,[]],[42,[]],[43,[]],[37,[]],[40,[]],[33,[]],[29,[]],[32,[]],[31,[]],[19,[]],[18,[]],[17,[]],[16,[]]]],[]]",,678,
test_data/data_demand_random_50_batch_all1_equal_cluster/C101_1.5.dat,4,120,"[[[[0,[13,24,21,27,45,44,50,49,48,47,46,35,8,7,3,2,1,28,30,15,14]],[13,[]],[24,[]],[21,[]],[27,[]],[45,[]],[44,[]],[50,[]],[49,[]],[48,[]],[47,[]],[46,[]],[35,[]],[8,[]],[7,[]],[3,[]],[2,[]],[1,[]],[28,[]],[30,[]],[15,[]],[14,[]]],[[0,[10,11,12,25,26,23,22,20,4,9,5,6,34,36,37,43,42,41,39,38,40,33,29,32,31,19,18,17,16]],[10,[]],[11,[]],[12,[]],[25,[]],[26,[]],[23,[]],[22,[]],[20,[]],[4,[]],[9,[]],[5,[]],[6,[]],[34,[]],[36,[]],[37,[]],[43,[]],[42,[]],[41,[]],[39,[]],[38,[]],[40,[]],[33,[]],[29,[]],[32,[]],[31,[]],[19,[]],[18,[]],[17,[]],[16,[]]]],[]]",,677,
test_data/data_demand_random_50_batch_all1_equal_cluster/C101_1.5.dat,4,120,"[[[[0,[20,21,23,27,45,44,50,49,48,47,46,35,8,7,3,2,1,28,30,15,14]],[20,[]],[21,[]],[23,[]],[27,[]],[45,[]],[44,[]],[50,[]],[49,[]],[48,[]],[47,[]],[46,[]],[35,[]],[8,[]],[7,[]],[3,[]],[2,[]],[1,[]],[28,[]],[30,[]],[15,[]],[14,[]]],[[0,[13,22,24,26,25,12,11,10,4,9,5,6,34,36,38,39,41,42,43,37,40,33,29,32,31,19,18,17,16]],[13,[]],[22,[]],[24,[]],[26,[]],[25,[]],[12,[]],[11,[]],[10,[]],[4,[]],[9,[]],[5,[]],[6,[]],[34,[]],[36,[]],[38,[]],[39,[]],[41,[]],[42,[]],[43,[]],[37,[]],[40,[]],[33,[]],[29,[]],[32,[]],[31,[]],[19,[]],[18,[]],[17,[]],[16,[]]]],[]]",,689,
test_data/data_demand_random_50_batch_all1_equal_cluster/C101_1.5.dat,4,120,"[[[[0,[1,28,30,15,14,20,22,21,27,45,44,50,46,47,48,49,9,5,7,6]],[1,[]],[28,[]],[30,[]],[15,[]],[14,[]],[20,[]],[22,[]],[21,[]],[27,[]],[45,[]],[44,[]],[50,[]],[46,[]],[47,[]],[48,[]],[49,[]],[9,[]],[5,[]],[7,[]],[6,[]]],[[0,[10,11,12,25,26,23,24,13,2,3,4,8,35,34,36,38,39,41,42,43,37,40,33,29,32,31,19,18,17,16]],[10,[]],[11,[]],[12,[]],[25,[]],[26,[]],[23,[]],[24,[]],[13,[]],[2,[]],[3,[]],[4,[]],[8,[]],[35,[]],[34,[]],[36,[]],[38,[]],[39,[]],[41,[]],[42,[]],[43,[]],[37,[]],[40,[]],[33,[]],[29,[]],[32,[]],[31,[]],[19,[]],[18,[]],[17,[]],[16,[]]]],[]]",,698,
