instance,A,L,best_solution,best_multi_solution,best_fitness,best_multi_fitness
test_data/data_demand_random_50_batch_all1_equal_random/C201_3.dat,8,60,"[[[[0,[16,18,17,13,14,5,1,10,4,3,8,2,6,7]],[16,[]],[18,[]],[23,[23,25,26,20,21]],[17,[]],[20,[]],[13,[]],[14,[]],[5,[]],[1,[]],[30,[11,30]],[11,[]],[10,[]],[25,[]],[36,[36,31]],[31,[]],[4,[]],[21,[]],[3,[]],[8,[]],[24,[24,29]],[2,[]],[6,[]],[7,[46,47,34,39,35,44]],[44,[]],[46,[]],[29,[]],[47,[]],[34,[]],[39,[]],[35,[]],[26,[]]],[[0,[45,41,48,27,49,43,28,19,15,33,38,42,12,50,32,9,22,37,40]],[45,[]],[41,[]],[48,[]],[27,[]],[49,[]],[43,[]],[28,[]],[19,[]],[15,[]],[33,[]],[38,[]],[42,[]],[12,[]],[50,[]],[32,[]],[9,[]],[22,[]],[37,[]],[40,[]]]],[[[23,[23,25,26,20,21]]],[[30,[11,30]]],[[36,[36,31]]],[[24,[24,29]]],[[7,[46,47,34,39,35,44]]]]]","[[[[0,[18,19,15,17,13,14,5,11,10,4,3,8,2,6,7,16,1]],[18,[]],[19,[]],[15,[]],[23,[23,25,26,20,21]],[17,[]],[20,[]],[13,[]],[14,[]],[5,[]],[11,[]],[10,[]],[25,[]],[36,[36,31]],[31,[]],[4,[]],[21,[]],[3,[]],[8,[]],[41,[41,29]],[2,[]],[6,[]],[7,[46,47,34,39,35,44]],[44,[]],[16,[]],[1,[]],[46,[]],[29,[]],[47,[]],[34,[]],[39,[]],[26,[]],[35,[]]],[[0,[48,27,49,43,28,33,38,42,12,50,32,9,22,37,30,45,40]],[24,[24]],[48,[]],[27,[]],[49,[]],[43,[]],[28,[]],[33,[]],[38,[]],[42,[]],[12,[]],[50,[]],[32,[]],[9,[]],[22,[]],[37,[]],[30,[]],[45,[]],[40,[]]]],[[[23,[23,25,26,20,21]]],[[36,[36,31]]],[[41,[41,29]]],[[7,[46,47,34,39,35,44]],[24,[24]]]]]",1292,1332.709920264
test_data/data_demand_random_50_batch_all1_equal_random/C201_3.dat,8,90,"[[[[0,[6,2,25,1,12,11,10,9,5,4,24,16,21,23]],[13,[13]],[6,[]],[2,[]],[25,[36,38,31,33,28,27]],[1,[]],[12,[]],[11,[]],[10,[]],[9,[]],[5,[]],[4,[]],[24,[]],[16,[]],[36,[]],[31,[]],[21,[43,49,48,50,45,42,41,40]],[33,[]],[28,[]],[38,[]],[42,[]],[50,[]],[41,[]],[43,[]],[49,[]],[48,[]],[27,[]],[45,[]],[40,[]],[23,[]]],[[0,[8,19,15,18,3,7,14]],[8,[22,20,26]],[19,[]],[15,[]],[18,[]],[17,[17]],[3,[]],[7,[35,37,34,32,30,29]],[37,[]],[22,[]],[32,[]],[30,[]],[20,[]],[14,[]],[35,[]],[26,[]],[34,[]],[39,[39,47,46,44]],[29,[]],[47,[]],[46,[]],[44,[]]]],[[[8,[22,20,26]],[13,[13]]],[[25,[36,38,31,33,28,27]],[17,[17]]],[[21,[43,49,48,50,45,42,41,40]]],[[7,[35,37,34,32,30,29]]],[[39,[39,47,46,44]]]]]","[[[[0,[6,2,25,1,12,11,10,9,5,4,24,16,21,23]],[13,[13]],[6,[]],[2,[]],[25,[36,38,31,33,28,27]],[1,[]],[12,[]],[11,[]],[10,[]],[9,[]],[5,[]],[4,[]],[24,[]],[16,[]],[36,[]],[31,[]],[21,[43,49,48,50,45,42,41,40]],[33,[]],[28,[]],[38,[]],[42,[]],[50,[]],[41,[]],[43,[]],[49,[]],[48,[]],[27,[]],[45,[]],[40,[]],[23,[]]],[[0,[8,19,15,18,3,7,14]],[8,[22,20,26]],[19,[]],[15,[]],[18,[]],[17,[17]],[3,[]],[7,[35,37,34,32,30,29]],[37,[]],[22,[]],[32,[]],[30,[]],[20,[]],[14,[]],[35,[]],[26,[]],[34,[]],[39,[39,47,46,44]],[29,[]],[47,[]],[46,[]],[44,[]]]],[[[8,[22,20,26]],[13,[13]]],[[25,[36,38,31,33,28,27]],[17,[17]]],[[21,[43,49,48,50,45,42,41,40]]],[[7,[35,37,34,32,30,29]]],[[39,[39,47,46,44]]]]]",1466.763054614,1466.763054614
test_data/data_demand_random_50_batch_all1_equal_random/C201_3.dat,8,90,"[[[[0,[25,26,5,10,9,20,11,22,12,1,16,24,4,3,21,23]],[25,[]],[26,[]],[5,[]],[10,[]],[9,[]],[20,[]],[30,[32,31,27,28,30]],[11,[]],[37,[37]],[22,[]],[32,[]],[12,[]],[1,[42,41,40]],[16,[]],[24,[]],[4,[]],[3,[]],[31,[]],[21,[43,49,48,50,45,36,38]],[36,[]],[41,[]],[27,[]],[42,[]],[38,[]],[50,[]],[48,[]],[49,[]],[43,[]],[28,[]],[45,[]],[40,[]],[23,[]]],[[0,[33,6,2,7,8,19,15,18,17,13,29]],[33,[]],[6,[35,34]],[2,[]],[7,[]],[8,[]],[19,[]],[15,[]],[18,[]],[17,[]],[13,[]],[14,[14]],[35,[]],[34,[]],[46,[47,46,44,39]],[29,[]],[47,[]],[39,[]],[44,[]]]],[[[6,[35,34]]],[[30,[32,31,27,28,30]]],[[37,[37]]],[[1,[42,41,40]]],[[21,[43,49,48,50,45,36,38]],[14,[14]]],[[46,[47,46,44,39]]]]]","[[[[0,[25,10,9,20,11,22,12,1,16,24,4,3,21,23]],[25,[]],[10,[]],[9,[]],[20,[]],[30,[32,31,27,28,30]],[11,[]],[37,[37]],[22,[]],[32,[]],[12,[]],[1,[42,41,40]],[16,[]],[24,[]],[4,[]],[3,[]],[31,[]],[21,[43,49,48,50,45,36,38]],[36,[]],[41,[]],[27,[]],[42,[]],[38,[]],[50,[]],[48,[]],[49,[]],[43,[]],[28,[]],[45,[]],[40,[]],[23,[]]],[[0,[26,5,6,2,7,8,19,15,18,17,13,14]],[26,[]],[5,[]],[33,[33,29]],[6,[34]],[2,[]],[7,[]],[8,[]],[19,[]],[15,[]],[18,[]],[17,[]],[13,[]],[14,[]],[35,[35]],[34,[]],[46,[47,46,44,39]],[29,[]],[47,[]],[39,[]],[44,[]]]],[[[33,[33,29]],[30,[32,31,27,28,30]]],[[37,[37]]],[[6,[34]]],[[1,[42,41,40]]],[[21,[43,49,48,50,45,36,38]],[35,[35]]],[[46,[47,46,44,39]]]]]",1419.360679775,1419.360679775
test_data/data_demand_random_50_batch_all1_equal_random/C201_3.dat,8,120,"[[[[0,[4,5,1,7,8,3,9,10,11,12]],[4,[19,16]],[5,[]],[1,[]],[23,[23]],[7,[]],[24,[24,21]],[8,[]],[36,[36,33,31,28,27,38]],[31,[]],[21,[]],[3,[]],[33,[]],[28,[]],[19,[]],[38,[]],[9,[]],[10,[]],[11,[]],[12,[]],[50,[50,43,49,48,45,42,41,40]],[42,[]],[43,[]],[49,[]],[48,[]],[27,[]],[41,[]],[45,[]],[40,[]],[16,[]]],[[0,[18,17,13,6,2,14]],[15,[15,22,20]],[18,[]],[17,[]],[13,[32,30,29,25]],[6,[]],[2,[]],[25,[]],[26,[26]],[37,[37]],[22,[]],[32,[]],[30,[]],[20,[]],[14,[]],[35,[47,46,44,39,35,34]],[34,[]],[39,[]],[47,[]],[29,[]],[46,[]],[44,[]]]],[[[4,[19,16]]],[[23,[23]],[15,[15,22,20]]],[[13,[32,30,29,25]],[24,[24,21]]],[[36,[36,33,31,28,27,38]],[26,[26]]],[[50,[50,43,49,48,45,42,41,40]]],[[37,[37]]],[[35,[47,46,44,39,35,34]]]]]","[[[[0,[4,5,1,7,8,3,9,10,11,12]],[4,[19,16]],[5,[]],[1,[]],[23,[23]],[7,[]],[24,[24,21]],[8,[]],[36,[36,33,31,28,27,38]],[31,[]],[21,[]],[3,[]],[33,[]],[28,[]],[19,[]],[38,[]],[9,[]],[10,[]],[11,[]],[12,[]],[50,[50,43,49,48,45,42,41,40]],[42,[]],[43,[]],[49,[]],[48,[]],[27,[]],[41,[]],[45,[]],[40,[]],[16,[]]],[[0,[18,17,13,6,2,14]],[15,[15,22,20]],[18,[]],[17,[]],[13,[32,30,29,25]],[6,[]],[2,[]],[25,[]],[26,[26]],[37,[37]],[22,[]],[32,[]],[30,[]],[20,[]],[14,[]],[35,[47,46,44,39,35,34]],[34,[]],[39,[]],[47,[]],[29,[]],[46,[]],[44,[]]]],[[[4,[19,16]]],[[23,[23]],[15,[15,22,20]]],[[13,[32,30,29,25]],[24,[24,21]]],[[36,[36,33,31,28,27,38]],[26,[26]]],[[50,[50,43,49,48,45,42,41,40]]],[[37,[37]]],[[35,[47,46,44,39,35,34]]]]]",1280.323807579,1280.323807579
test_data/data_demand_random_50_batch_all1_equal_random/C201_3.dat,8,120,"[[[[0,[6,3,12,11,10,9,5,24,4,21]],[2,[2]],[6,[36,38,31,27,28]],[3,[41,42,40,33]],[33,[]],[12,[43,49,48,50,45,37]],[11,[]],[10,[]],[9,[]],[37,[]],[5,[]],[24,[]],[4,[]],[21,[]],[31,[]],[36,[]],[41,[]],[27,[]],[28,[]],[43,[]],[49,[]],[48,[]],[38,[]],[42,[]],[50,[]],[45,[]],[40,[]]],[[0,[7,19,15,18,17,13,25,26,22,20,14,1,16]],[23,[23,30,29]],[7,[]],[8,[8]],[19,[]],[15,[]],[18,[]],[17,[]],[13,[]],[25,[39,34]],[26,[]],[22,[]],[32,[32,35]],[30,[]],[20,[]],[14,[]],[35,[]],[1,[]],[34,[]],[39,[]],[29,[]],[47,[47,46,44]],[46,[]],[44,[]],[16,[]]]],[[[23,[23,30,29]],[2,[2]]],[[8,[8]],[6,[36,38,31,27,28]]],[[3,[41,42,40,33]],[25,[39,34]]],[[12,[43,49,48,50,45,37]],[32,[32,35]]],[[47,[47,46,44]]]]]","[[[[0,[6,3,12,11,10,9,5,24,4,21]],[2,[2]],[6,[36,38,31,27,28]],[3,[41,42,40,33]],[33,[]],[12,[43,49,48,50,45,37]],[11,[]],[10,[]],[9,[]],[37,[]],[5,[]],[24,[]],[4,[]],[21,[]],[31,[]],[36,[]],[41,[]],[27,[]],[28,[]],[43,[]],[49,[]],[48,[]],[38,[]],[42,[]],[50,[]],[45,[]],[40,[]]],[[0,[7,19,15,18,17,13,25,26,22,20,14,1,16]],[23,[23,30,29]],[7,[]],[8,[8]],[19,[]],[15,[]],[18,[]],[17,[]],[13,[]],[25,[39,34]],[26,[]],[22,[]],[32,[32,35]],[30,[]],[20,[]],[14,[]],[35,[]],[1,[]],[34,[]],[39,[]],[29,[]],[47,[47,46,44]],[46,[]],[44,[]],[16,[]]]],[[[23,[23,30,29]],[2,[2]]],[[8,[8]],[6,[36,38,31,27,28]]],[[3,[41,42,40,33]],[25,[39,34]]],[[12,[43,49,48,50,45,37]],[32,[32,35]]],[[47,[47,46,44]]]]]",1508.355339059,1508.355339059
test_data/data_demand_random_50_batch_all1_equal_random/R101_0.5.dat,4,60,"[[[[0,[37,10,40,26,43,34,18,46,14,11,39,30,45,28,20,47,44,6,22,38,35,3,13,27,1,15]],[37,[]],[10,[]],[40,[]],[26,[]],[43,[]],[34,[]],[18,[]],[46,[]],[14,[]],[11,[]],[39,[]],[30,[]],[45,[]],[28,[]],[20,[]],[47,[]],[44,[]],[6,[]],[22,[]],[38,[]],[35,[]],[3,[]],[13,[]],[27,[]],[1,[]],[15,[]]],[[0,[4,36,42,49,17,7,8,25,32,48,21,2,24,29,19,16,41,5,9,33,31,50,23,12]],[4,[]],[36,[]],[42,[]],[49,[]],[17,[]],[7,[]],[8,[]],[25,[]],[32,[]],[48,[]],[21,[]],[2,[]],[24,[]],[29,[]],[19,[]],[16,[]],[41,[]],[5,[]],[9,[]],[33,[]],[31,[]],[50,[]],[23,[]],[12,[]]]],[]]","[[[[0,[10,40,26,43,34,18,46,14,11,39,30,45,28,20,47,44,6,22,38,35,3,13,27,1,15]],[4,[4]],[10,[]],[40,[]],[26,[]],[43,[]],[34,[]],[18,[]],[46,[]],[14,[]],[11,[]],[39,[]],[30,[]],[45,[]],[28,[]],[20,[]],[47,[]],[44,[]],[6,[]],[22,[]],[38,[]],[35,[]],[3,[]],[13,[]],[27,[]],[1,[]],[15,[]]],[[0,[37,42,49,17,7,8,25,32,48,21,2,24,29,19,16,41,5,9,33,31,50,23,12]],[37,[]],[36,[36]],[42,[]],[49,[]],[17,[]],[7,[]],[8,[]],[25,[]],[32,[]],[48,[]],[21,[]],[2,[]],[24,[]],[29,[]],[19,[]],[16,[]],[41,[]],[5,[]],[9,[]],[33,[]],[31,[]],[50,[]],[23,[]],[12,[]]]],[[[4,[4]],[36,[36]]]]]",852,857
test_data/data_demand_random_50_batch_all1_equal_random/R101_0.5.dat,4,60,"[[[[0,[37,10,40,26,43,34,18,46,14,44,39,30,45,28,20,47,6,22,38,35,3,13,27,1,15]],[37,[]],[10,[]],[40,[]],[26,[]],[43,[]],[34,[]],[18,[]],[46,[]],[14,[]],[44,[]],[39,[]],[30,[]],[45,[]],[28,[]],[20,[]],[47,[]],[6,[]],[22,[]],[38,[]],[35,[]],[3,[]],[13,[]],[27,[]],[1,[]],[15,[]]],[[0,[4,17,49,42,36,7,25,32,8,48,21,2,24,41,5,9,16,19,29,12,33,31,50,23,11]],[4,[]],[17,[]],[49,[]],[42,[]],[36,[]],[7,[]],[25,[]],[32,[]],[8,[]],[48,[]],[21,[]],[2,[]],[24,[]],[41,[]],[5,[]],[9,[]],[16,[]],[19,[]],[29,[]],[12,[]],[33,[]],[31,[]],[50,[]],[23,[]],[11,[]]]],[]]",,844,
test_data/data_demand_random_50_batch_all1_equal_random/R101_0.5.dat,4,90,"[[[[0,[18,34,10,26,13,27,3,35,22,6,20,28,30,11,14,15,1,37]],[18,[40,38,39]],[34,[]],[10,[]],[40,[43,44,45,46]],[26,[]],[43,[]],[13,[]],[27,[]],[3,[]],[35,[]],[38,[]],[22,[]],[6,[]],[44,[]],[47,[47]],[20,[]],[28,[]],[45,[]],[30,[]],[39,[]],[11,[]],[14,[]],[15,[]],[1,[]],[46,[]],[37,[]]],[[0,[4,7,25,32,8,21,17,29,2,24,5,9,16,19,33,31,23,12]],[4,[]],[7,[42,41,36]],[25,[48,49,50]],[32,[]],[8,[]],[48,[]],[21,[]],[49,[]],[42,[]],[36,[]],[17,[]],[29,[]],[2,[]],[24,[]],[41,[]],[5,[]],[9,[]],[16,[]],[19,[]],[33,[]],[31,[]],[50,[]],[23,[]],[12,[]]]],[[[18,[40,38,39]]],[[7,[42,41,36]]],[[25,[48,49,50]]],[[40,[43,44,45,46]]],[[47,[47]]]]]","[[[[0,[18,40,26,43,13,27,3,35,38,22,6,44,20,28,45,30,39,11,14,15,1,46,37]],[18,[]],[40,[47]],[26,[]],[43,[]],[13,[]],[27,[]],[3,[]],[35,[]],[38,[]],[22,[]],[6,[]],[44,[]],[47,[]],[20,[]],[28,[]],[45,[]],[30,[]],[39,[]],[11,[]],[14,[]],[15,[]],[1,[]],[46,[]],[37,[]]],[[0,[4,10,7,25,8,21,17,2,24,5,9,16,19,23,12]],[4,[]],[34,[34]],[10,[32,29,33,31]],[7,[42,41,36]],[25,[48,49,50]],[32,[]],[8,[]],[48,[]],[21,[]],[49,[]],[42,[]],[36,[]],[17,[]],[29,[]],[2,[]],[24,[]],[41,[]],[5,[]],[9,[]],[16,[]],[19,[]],[33,[]],[31,[]],[50,[]],[23,[]],[12,[]]]],[[[34,[34]]],[[10,[32,29,33,31]]],[[7,[42,41,36]]],[[25,[48,49,50]],[40,[47]]]]]",817.055512755,834
test_data/data_demand_random_50_batch_all1_equal_random/R101_0.5.dat,4,90,"[[[[0,[18,1,27,34,40,26,13,3,35,38,22,6,20,28,30,39,11,14,15]],[18,[43,44,45,46]],[1,[]],[27,[]],[34,[]],[40,[]],[26,[]],[43,[]],[13,[]],[3,[]],[35,[]],[38,[]],[22,[]],[6,[]],[44,[]],[47,[47]],[20,[]],[28,[]],[45,[]],[30,[]],[39,[]],[11,[]],[14,[]],[15,[]],[46,[]]],[[0,[4,10,7,25,32,8,21,17,29,2,24,5,9,16,19,33,31,23,12]],[4,[]],[37,[37]],[36,[42,41,36]],[10,[48,49,50]],[7,[]],[25,[]],[32,[]],[8,[]],[48,[]],[21,[]],[42,[]],[49,[]],[17,[]],[29,[]],[2,[]],[24,[]],[41,[]],[5,[]],[9,[]],[16,[]],[19,[]],[33,[]],[31,[]],[50,[]],[23,[]],[12,[]]]],[[[37,[37]]],[[36,[42,41,36]]],[[18,[43,44,45,46]]],[[10,[48,49,50]]],[[47,[47]]]]]",,817.970562748,
test_data/data_demand_random_50_batch_all1_equal_random/R101_0.5.dat,4,120,"[[[[0,[18,34,40,26,13,27,3,35,38,22,6,20,28,30,39,11,14,15,1]],[18,[43,44,45,46]],[34,[]],[40,[]],[26,[]],[43,[]],[13,[]],[27,[]],[3,[]],[35,[]],[38,[]],[22,[]],[6,[]],[47,[47]],[44,[]],[20,[]],[28,[]],[45,[]],[30,[]],[39,[]],[11,[]],[14,[]],[15,[]],[1,[]],[46,[]]],[[0,[37,36,10,7,8,25,32,21,17,29,19,16,24,2,5,9,33,31,23,12,4]],[37,[42,41]],[36,[]],[10,[48,49,50]],[7,[]],[8,[]],[25,[]],[32,[]],[48,[]],[42,[]],[21,[]],[49,[]],[17,[]],[29,[]],[19,[]],[16,[]],[24,[]],[2,[]],[41,[]],[5,[]],[9,[]],[33,[]],[31,[]],[50,[]],[23,[]],[12,[]],[4,[]]]],[[[37,[42,41]]],[[10,[48,49,50]]],[[18,[43,44,45,46]]],[[47,[47]]]]]","[[[[0,[18,34,26,43,13,27,3,35,38,22,6,44,28,20,45,30,39,11,14,15,1,46]],[18,[]],[34,[]],[40,[40]],[26,[]],[43,[]],[13,[]],[27,[]],[3,[]],[35,[]],[38,[]],[22,[]],[6,[]],[47,[47]],[44,[]],[28,[]],[20,[]],[45,[]],[30,[]],[39,[]],[11,[]],[14,[]],[15,[]],[1,[]],[46,[]]],[[0,[4,10,7,8,25,32,21,17,29,19,16,24,2,5,9,33,31,23,12]],[37,[37,36]],[4,[42,41]],[36,[]],[10,[48,49,50]],[7,[]],[8,[]],[25,[]],[32,[]],[48,[]],[21,[]],[42,[]],[49,[]],[17,[]],[29,[]],[19,[]],[16,[]],[24,[]],[2,[]],[41,[]],[5,[]],[9,[]],[33,[]],[31,[]],[50,[]],[23,[]],[12,[]]]],[[[37,[37,36]]],[[4,[42,41]]],[[10,[48,49,50]],[40,[40]]],[[47,[47]]]]]",801.970562748,806.32455532
test_data/data_demand_random_50_batch_all1_equal_random/R101_0.5.dat,4,120,"[[[[0,[37,18,1,27,34,26,13,3,35,22,6,20,28,30,11,14,15]],[37,[38,39]],[18,[]],[1,[43,44,45,46]],[27,[]],[34,[]],[40,[40,47]],[26,[]],[43,[]],[13,[]],[3,[]],[35,[]],[38,[]],[22,[]],[6,[]],[44,[]],[47,[]],[20,[]],[28,[]],[45,[]],[30,[]],[39,[]],[11,[]],[14,[]],[15,[]],[46,[]]],[[0,[4,10,7,25,32,8,21,17,29,2,24,5,9,16,19,33,31,23,12]],[4,[]],[36,[36]],[10,[]],[7,[]],[25,[]],[32,[48,49,50]],[8,[42,41]],[48,[]],[21,[]],[49,[]],[42,[]],[17,[]],[29,[]],[2,[]],[24,[]],[41,[]],[5,[]],[9,[]],[16,[]],[19,[]],[33,[]],[31,[]],[50,[]],[23,[]],[12,[]]]],[[[36,[36]]],[[37,[38,39]]],[[1,[43,44,45,46]]],[[32,[48,49,50]]],[[8,[42,41]],[40,[40,47]]]]]","[[[[0,[37,18,1,27,34,26,13,3,35,22,6,20,28,30,11,14,15]],[37,[38,39]],[18,[]],[1,[43,44,45,46]],[27,[]],[34,[]],[40,[40,47]],[26,[]],[43,[]],[13,[]],[3,[]],[35,[]],[38,[]],[22,[]],[6,[]],[44,[]],[47,[]],[20,[]],[28,[]],[45,[]],[30,[]],[39,[]],[11,[]],[14,[]],[15,[]],[46,[]]],[[0,[4,36,7,25,32,8,21,17,29,2,24,5,9,16,19,33,31,23,12]],[4,[]],[36,[]],[10,[10]],[7,[]],[25,[]],[32,[48,49,50]],[8,[]],[48,[42,41]],[21,[]],[42,[]],[49,[]],[17,[]],[29,[]],[2,[]],[24,[]],[41,[]],[5,[]],[9,[]],[16,[]],[19,[]],[33,[]],[31,[]],[50,[]],[23,[]],[12,[]]]],[[[37,[38,39]],[10,[10]]],[[1,[43,44,45,46]]],[[32,[48,49,50]]],[[40,[40,47]],[48,[42,41]]]]]",818.32455532,818.32455532
test_data/data_demand_random_50_batch_all1_equal_random/R101_0.5.dat,8,60,"[[[[0,[37,34,43,26,40,10,18,46,14,44,39,30,45,28,20,47,6,22,38,35,3,13,27,1,15]],[37,[]],[34,[]],[43,[]],[26,[]],[40,[]],[10,[]],[18,[]],[46,[]],[14,[]],[44,[]],[39,[]],[30,[]],[45,[]],[28,[]],[20,[]],[47,[]],[6,[]],[22,[]],[38,[]],[35,[]],[3,[]],[13,[]],[27,[]],[1,[]],[15,[]]],[[0,[4,17,49,42,36,7,25,32,8,48,21,2,24,41,5,9,16,19,29,12,33,31,50,23,11]],[4,[]],[17,[]],[49,[]],[42,[]],[36,[]],[7,[]],[25,[]],[32,[]],[8,[]],[48,[]],[21,[]],[2,[]],[24,[]],[41,[]],[5,[]],[9,[]],[16,[]],[19,[]],[29,[]],[12,[]],[33,[]],[31,[]],[50,[]],[23,[]],[11,[]]]],[]]",,844,
test_data/data_demand_random_50_batch_all1_equal_random/R101_0.5.dat,8,60,"[[[[0,[37,34,43,26,40,10,18,46,14,44,39,30,45,28,20,47,6,22,38,35,3,13,27,1,15]],[37,[]],[34,[]],[43,[]],[26,[]],[40,[]],[10,[]],[18,[]],[46,[]],[14,[]],[44,[]],[39,[]],[30,[]],[45,[]],[28,[]],[20,[]],[47,[]],[6,[]],[22,[]],[38,[]],[35,[]],[3,[]],[13,[]],[27,[]],[1,[]],[15,[]]],[[0,[4,17,36,7,25,32,8,42,48,21,49,24,2,41,5,9,16,19,29,12,33,31,50,23,11]],[4,[]],[17,[]],[36,[]],[7,[]],[25,[]],[32,[]],[8,[]],[42,[]],[48,[]],[21,[]],[49,[]],[24,[]],[2,[]],[41,[]],[5,[]],[9,[]],[16,[]],[19,[]],[29,[]],[12,[]],[33,[]],[31,[]],[50,[]],[23,[]],[11,[]]]],[]]",,848,
test_data/data_demand_random_50_batch_all1_equal_random/R101_0.5.dat,8,90,"[[[[0,[18,1,27,34,40,26,13,3,35,38,22,6,20,28,30,39,11,14,15]],[18,[43,44,45,46]],[1,[]],[27,[]],[34,[]],[40,[]],[26,[]],[43,[]],[13,[]],[3,[]],[35,[]],[38,[]],[22,[]],[6,[]],[44,[]],[47,[47]],[20,[]],[28,[]],[45,[]],[30,[]],[39,[]],[11,[]],[14,[]],[15,[]],[46,[]]],[[0,[4,10,7,25,32,8,21,17,29,2,24,5,9,16,19,33,31,23,12]],[37,[37,36]],[4,[]],[36,[]],[10,[48,49,50,42,41]],[7,[]],[25,[]],[32,[]],[8,[]],[48,[]],[21,[]],[42,[]],[49,[]],[17,[]],[29,[]],[2,[]],[24,[]],[41,[]],[5,[]],[9,[]],[16,[]],[19,[]],[33,[]],[31,[]],[50,[]],[23,[]],[12,[]]]],[[[37,[37,36]]],[[10,[48,49,50,42,41]]],[[18,[43,44,45,46]]],[[47,[47]]]]]","[[[[0,[18,1,27,34,40,26,13,3,35,38,22,6,20,28,30,39,11,14,15,37]],[18,[43,44,45,46]],[1,[]],[27,[]],[34,[]],[40,[]],[26,[]],[43,[]],[13,[]],[3,[]],[35,[]],[38,[]],[22,[]],[6,[]],[44,[]],[47,[47]],[20,[]],[28,[]],[45,[]],[30,[]],[39,[]],[11,[]],[14,[]],[15,[]],[46,[]],[37,[]]],[[0,[4,36,10,25,32,8,21,17,29,2,24,5,9,16,19,33,31,23,12]],[4,[]],[36,[]],[10,[48,49,50,42,41]],[7,[7]],[25,[]],[32,[]],[8,[]],[48,[]],[21,[]],[42,[]],[49,[]],[17,[]],[29,[]],[2,[]],[24,[]],[41,[]],[5,[]],[9,[]],[16,[]],[19,[]],[33,[]],[31,[]],[50,[]],[23,[]],[12,[]]]],[[[10,[48,49,50,42,41]]],[[18,[43,44,45,46]],[7,[7]]],[[47,[47]]]]]",817.970562748,827.180339887
test_data/data_demand_random_50_batch_all1_equal_random/R101_0.5.dat,8,120,"[[[[0,[37,34,10,26,13,3,35,22,6,28,20,30,15,1,18]],[37,[]],[34,[]],[10,[43,44,45,46,40,38,39,47]],[40,[]],[26,[]],[43,[]],[13,[]],[27,[27]],[3,[]],[35,[]],[38,[]],[22,[]],[6,[]],[47,[]],[44,[]],[28,[]],[20,[]],[45,[]],[30,[]],[39,[]],[15,[]],[46,[]],[1,[]],[18,[]]],[[0,[7,8,4,12,2,5,9,11]],[14,[14,16]],[17,[17,19]],[7,[32,29,33,31,25,21,23,24]],[8,[]],[25,[]],[32,[]],[48,[48,49,50,42,41,36]],[21,[]],[49,[]],[42,[]],[36,[]],[4,[]],[12,[]],[29,[]],[19,[]],[16,[]],[24,[]],[2,[]],[41,[]],[5,[]],[9,[]],[33,[]],[31,[]],[50,[]],[23,[]],[11,[]]]],[[[14,[14,16]]],[[10,[43,44,45,46,40,38,39,47]]],[[17,[17,19]]],[[7,[32,29,33,31,25,21,23,24]]],[[48,[48,49,50,42,41,36]],[27,[27]]]]]","[[[[0,[37,34,10,26,13,3,35,22,6,28,20,30,15,1,18]],[37,[]],[34,[]],[10,[43,44,45,46,40,38,39,47]],[40,[]],[26,[]],[43,[]],[13,[]],[27,[27]],[3,[]],[35,[]],[38,[]],[22,[]],[6,[]],[47,[]],[44,[]],[28,[]],[20,[]],[45,[]],[30,[]],[39,[]],[15,[]],[46,[]],[1,[]],[18,[]]],[[0,[7,8,4,12,2,5,9,11]],[14,[14,16]],[17,[17,19]],[7,[32,29,33,31,25,21,23,24]],[8,[]],[25,[]],[32,[]],[48,[48,49,50,42,41,36]],[21,[]],[49,[]],[42,[]],[36,[]],[4,[]],[12,[]],[29,[]],[19,[]],[16,[]],[24,[]],[2,[]],[41,[]],[5,[]],[9,[]],[33,[]],[31,[]],[50,[]],[23,[]],[11,[]]]],[[[14,[14,16]]],[[10,[43,44,45,46,40,38,39,47]]],[[17,[17,19]]],[[7,[32,29,33,31,25,21,23,24]]],[[48,[48,49,50,42,41,36]],[27,[27]]]]]",772.180339887,772.180339887
test_data/data_demand_random_50_batch_all1_equal_random/R101_1.5.dat,4,60,"[[[[0,[11,43,4,6,40,7,37,13,10,1,31,3,14,19,15,28,38,23,5,25]],[11,[]],[43,[]],[4,[]],[45,[45,33]],[6,[]],[40,[50,44,46,49]],[33,[]],[7,[]],[37,[]],[13,[]],[50,[]],[44,[]],[10,[]],[1,[]],[31,[]],[3,[]],[46,[]],[14,[]],[49,[]],[19,[]],[15,[]],[28,[]],[38,[]],[23,[]],[5,[]],[25,[]]],[[0,[47,32,30,20,48,21,17,2,29,35,39,36,16,18,27,22,12,26,42,24,34,9,8,41]],[47,[]],[32,[]],[30,[]],[20,[]],[48,[]],[21,[]],[17,[]],[2,[]],[29,[]],[35,[]],[39,[]],[36,[]],[16,[]],[18,[]],[27,[]],[22,[]],[12,[]],[26,[]],[42,[]],[24,[]],[34,[]],[9,[]],[8,[]],[41,[]]]],[[[45,[45,33]]],[[40,[50,44,46,49]]]]]",,1302,
