instance,A,L,best_solution,best_fitness,best_multi_solution,best_multi_fitness
test_data/data_demand_random_50_batch_all1_equal_random/C101_0.5.dat,4,90,"[[[[0,[23,25,28,5,29,15,36,39,27,17,20,6,30,19,16,4,31,22,26,13,32,33,38]],[23,[]],[25,[]],[28,[]],[5,[46,41,47]],[29,[]],[15,[]],[46,[]],[36,[]],[39,[]],[27,[]],[17,[]],[20,[]],[6,[]],[30,[]],[19,[]],[16,[]],[4,[]],[41,[]],[31,[]],[22,[]],[26,[]],[13,[]],[32,[]],[33,[]],[47,[]],[38,[]]],[[0,[14,3,10,24,35,34,45,8,11,21,43,7,44,9,42,18,40,1,2,37,12]],[14,[48,50,49]],[3,[]],[10,[]],[24,[]],[35,[]],[34,[]],[45,[]],[48,[]],[8,[]],[11,[]],[21,[]],[50,[]],[43,[]],[49,[]],[7,[]],[44,[]],[9,[]],[42,[]],[18,[]],[40,[]],[1,[]],[2,[]],[37,[]],[12,[]]]],[[[5,[46,47,41]]],[[14,[48,50,49]]]]]",401,"[[[[0,[5,15,29,25,28,23,27,17,20,6,30,19,16,4,31,22,26,13,1]],[5,[39,36,37,38]],[15,[32,33]],[29,[]],[25,[46,47,41]],[28,[]],[23,[]],[27,[]],[17,[]],[39,[]],[46,[]],[36,[]],[20,[]],[6,[]],[30,[]],[19,[]],[16,[]],[4,[]],[41,[]],[31,[]],[22,[]],[26,[]],[13,[]],[32,[]],[37,[]],[33,[]],[47,[]],[1,[]],[38,[]]],[[0,[3,10,24,35,8,34,45,48,11,21,50,43,44,9,42,18,40,7,49,2,12]],[14,[14]],[3,[]],[10,[]],[24,[]],[35,[]],[8,[]],[34,[]],[45,[]],[48,[]],[11,[]],[21,[]],[50,[]],[43,[]],[44,[]],[9,[]],[42,[]],[18,[]],[40,[]],[7,[]],[49,[]],[2,[]],[12,[]]]],[[[5,[39,36,37,38]]],[[15,[32,33]],[14,[14]]],[[25,[46,47,41]]]]]",431.354286503
test_data/data_demand_random_50_batch_all1_equal_random/C101_0.5.dat,4,120,"[[[[0,[23,25,28,5,29,15,36,39,27,17,20,6,30,19,16,4,31,22,26,13,32,33,38]],[23,[]],[25,[]],[28,[]],[5,[46,41,47]],[29,[]],[15,[]],[46,[]],[36,[]],[39,[]],[27,[]],[17,[]],[20,[]],[6,[]],[30,[]],[19,[]],[16,[]],[4,[]],[41,[]],[31,[]],[22,[]],[26,[]],[13,[]],[32,[]],[33,[]],[47,[]],[38,[]]],[[0,[14,3,10,24,35,34,45,8,11,21,7,43,44,9,42,18,40,1,2,37,12]],[14,[48,50,49]],[3,[]],[10,[]],[24,[]],[35,[]],[34,[]],[45,[]],[48,[]],[8,[]],[11,[]],[21,[]],[50,[]],[49,[]],[7,[]],[43,[]],[44,[]],[9,[]],[42,[]],[18,[]],[40,[]],[1,[]],[2,[]],[37,[]],[12,[]]]],[[[5,[46,47,41]]],[[14,[48,50,49]]]]]",401,"[[[[0,[25,15,29,5,28,23,27,17,20,6,30,19,16,4,31,22,26,13,1]],[25,[39,36,37,38]],[15,[]],[29,[]],[5,[46,47,41]],[28,[]],[23,[]],[46,[]],[39,[]],[36,[]],[27,[]],[17,[]],[20,[]],[6,[]],[30,[]],[19,[]],[16,[32,33]],[4,[]],[41,[]],[31,[]],[22,[]],[26,[]],[13,[]],[32,[]],[37,[]],[33,[]],[47,[]],[1,[]],[38,[]]],[[0,[11,14,3,24,35,8,34,45,48,21,50,43,49,7,44,9,42,18,40,2,12]],[11,[]],[14,[]],[3,[]],[10,[10]],[24,[]],[35,[]],[8,[]],[34,[]],[45,[]],[48,[]],[21,[]],[50,[]],[43,[]],[49,[]],[7,[]],[44,[]],[9,[]],[42,[]],[18,[]],[40,[]],[2,[]],[12,[]]]],[[[25,[39,36,37,38]]],[[5,[46,47,41]],[10,[10]]],[[16,[32,33]]]]]",424.13274595
test_data/data_demand_random_50_batch_all1_equal_random/C101_0.5.dat,8,60,"[[[[0,[23,25,28,5,29,15,36,39,27,17,20,6,30,19,16,4,31,22,26,13,32,33,38]],[23,[]],[25,[]],[28,[]],[5,[46,41,47]],[29,[]],[15,[]],[46,[]],[36,[]],[39,[]],[27,[]],[17,[]],[20,[]],[6,[]],[30,[]],[19,[]],[16,[]],[4,[]],[41,[]],[31,[]],[22,[]],[26,[]],[13,[]],[32,[]],[33,[]],[47,[]],[38,[]]],[[0,[14,3,10,24,35,34,45,8,11,21,7,43,44,9,42,18,40,1,2,37,12]],[14,[48,50,49]],[3,[]],[10,[]],[24,[]],[35,[]],[34,[]],[45,[]],[48,[]],[8,[]],[11,[]],[21,[]],[50,[]],[49,[]],[7,[]],[43,[]],[44,[]],[9,[]],[42,[]],[18,[]],[40,[]],[1,[]],[2,[]],[37,[]],[12,[]]]],[[[5,[46,47,41]]],[[14,[48,50,49]]]]]",401,"[[[[0,[33,13,32,26,22,31,41,4,16,19,30,6,20,17,27,39,36,15,29,5,28,25,23]],[47,[47,46]],[33,[]],[13,[]],[32,[]],[26,[]],[22,[]],[31,[]],[41,[]],[4,[]],[16,[]],[19,[]],[30,[]],[6,[]],[20,[]],[17,[]],[27,[]],[39,[]],[36,[]],[46,[]],[15,[]],[29,[]],[5,[]],[28,[]],[25,[]],[23,[]]],[[0,[3,10,24,35,34,45,48,8,11,21,50,43,44,9,42,18,40,7,49,1,2,37,12,38]],[14,[14]],[3,[]],[10,[]],[24,[]],[35,[]],[34,[]],[45,[]],[48,[]],[8,[]],[11,[]],[21,[]],[50,[]],[43,[]],[44,[]],[9,[]],[42,[]],[18,[]],[40,[]],[7,[]],[49,[]],[1,[]],[2,[]],[37,[]],[12,[]],[38,[]]]],[[[47,[47,46]],[14,[14]]]]]",413
test_data/data_demand_random_50_batch_all1_equal_random/C101_0.5.dat,8,90,"[[[[0,[15,5,25,23,27,17,20,6,19,16,4,22,26,13]],[15,[32,33,29,28,30,31]],[29,[]],[5,[]],[25,[46,47,41,39,36,37,38]],[28,[]],[23,[]],[27,[]],[17,[]],[39,[]],[46,[]],[36,[]],[20,[]],[6,[]],[30,[]],[19,[]],[16,[]],[4,[]],[41,[]],[31,[]],[22,[]],[26,[]],[13,[]],[32,[]],[37,[]],[33,[]],[47,[]],[38,[]]],[[0,[10,8,11,14,3,7,9,18,1,2,12]],[10,[24,21]],[24,[]],[21,[]],[8,[]],[11,[]],[14,[48,50,49,45,43,44,40,42]],[3,[]],[34,[34,35]],[35,[]],[45,[]],[48,[]],[50,[]],[43,[]],[7,[]],[49,[]],[44,[]],[9,[]],[42,[]],[18,[]],[40,[]],[1,[]],[2,[]],[12,[]]]],[[[10,[24,21]]],[[15,[32,33,29,28,30,31]]],[[25,[46,47,41,39,36,37,38]]],[[14,[48,50,49,45,43,44,40,42]]],[[34,[34,35]]]]]",393.626171676,"[[[[0,[23,25,28,5,29,15,27,17,20,6,30,19,16,4,31,22,26,13,32,33]],[23,[]],[25,[]],[28,[]],[5,[46,47,41,36,39,38]],[29,[]],[15,[]],[46,[]],[36,[]],[39,[]],[27,[]],[17,[]],[20,[]],[6,[]],[30,[]],[19,[]],[16,[]],[4,[]],[41,[]],[31,[]],[22,[]],[26,[]],[13,[]],[32,[]],[33,[]],[47,[]],[38,[]]],[[0,[14,3,10,24,35,34,8,21,7,9,18,1,2,37,12]],[14,[48,50,49,45,43,44,42,40]],[3,[]],[10,[]],[24,[]],[35,[]],[34,[]],[45,[]],[48,[]],[8,[]],[11,[11]],[21,[]],[50,[]],[43,[]],[49,[]],[7,[]],[44,[]],[9,[]],[42,[]],[18,[]],[40,[]],[1,[]],[2,[]],[37,[]],[12,[]]]],[[[14,[48,50,49,45,43,44,42,40]]],[[5,[46,47,41,36,39,38]],[11,[11]]]]]",398.110770276
test_data/data_demand_random_50_batch_all1_equal_random/C101_0.5.dat,8,120,"[[[[0,[23,25,28,29,15,5,27,17,20,6,30,19,16,4,31,22,26,13]],[23,[]],[25,[]],[28,[]],[29,[]],[15,[]],[5,[46,47,41,39,36,38,32,33]],[46,[]],[36,[]],[39,[]],[27,[]],[17,[]],[20,[]],[6,[]],[30,[]],[19,[]],[16,[]],[4,[]],[41,[]],[31,[]],[22,[]],[26,[]],[32,[]],[13,[]],[33,[]],[47,[]],[38,[]]],[[0,[10,8,3,14,11,21,7,9,18,1,2,12]],[10,[34,35,24]],[24,[]],[35,[]],[34,[]],[8,[]],[3,[]],[14,[48,50,49,45,43,44,40,42]],[11,[]],[21,[]],[45,[]],[48,[]],[43,[]],[50,[]],[49,[]],[7,[]],[44,[]],[9,[]],[42,[]],[18,[]],[40,[]],[1,[]],[2,[]],[37,[37]],[12,[]]]],[[[5,[46,47,41,39,36,38,32,33]]],[[10,[34,35,24]]],[[14,[48,50,49,45,43,44,40,42]]],[[37,[37]]]]]",382.110770276,"[[[[0,[23,28,25,5,29,15,27,17,20,6,30,19,16,4,31,22,26,13,32]],[23,[]],[28,[]],[25,[]],[5,[46,47,41,36,39,37,38]],[29,[]],[15,[]],[46,[]],[36,[]],[39,[]],[27,[]],[17,[]],[20,[]],[6,[]],[30,[]],[19,[]],[16,[]],[4,[]],[41,[]],[31,[]],[22,[]],[26,[]],[13,[]],[32,[]],[37,[]],[47,[]],[38,[]]],[[0,[14,3,10,24,35,34,8,21,7,9,18,1,2,33,12]],[14,[48,50,49,45,43,44,42,40]],[3,[]],[10,[]],[24,[]],[35,[]],[34,[]],[45,[]],[48,[]],[8,[]],[11,[11]],[21,[]],[43,[]],[50,[]],[49,[]],[7,[]],[44,[]],[9,[]],[42,[]],[18,[]],[40,[]],[1,[]],[2,[]],[33,[]],[12,[]]]],[[[14,[48,50,49,45,43,44,42,40]]],[[5,[46,47,41,36,39,37,38]],[11,[11]]]]]",398.110770276
test_data/data_demand_random_50_batch_all1_equal_random/C101_1.5.dat,4,60,"[[[[0,[11,40,43,45,1,27,35,24,9,13,3,26,42,49,28,10,48,44,6,34,17,37,4,39,46,33]],[11,[]],[40,[]],[43,[]],[45,[]],[1,[]],[27,[]],[35,[]],[24,[]],[9,[]],[13,[]],[3,[]],[26,[]],[42,[]],[49,[]],[28,[]],[10,[]],[48,[]],[44,[]],[6,[]],[34,[]],[17,[]],[37,[]],[4,[]],[39,[]],[46,[]],[33,[]]],[[0,[16,18,21,8,15,38,30,32,12,22,31,19,41,29,2,23,25,47,50,14,20,7,36,5]],[16,[]],[18,[]],[21,[]],[8,[]],[15,[]],[38,[]],[30,[]],[32,[]],[12,[]],[22,[]],[31,[]],[19,[]],[41,[]],[29,[]],[2,[]],[23,[]],[25,[]],[47,[]],[50,[]],[14,[]],[20,[]],[7,[]],[36,[]],[5,[]]]],[]]",637,"[[[[0,[11,22,31,41,19,12,32,30,38,15,13,3,26,42,49,24,43,40]],[11,[45]],[22,[]],[31,[]],[41,[]],[19,[]],[12,[]],[32,[]],[30,[]],[38,[]],[15,[]],[13,[]],[3,[]],[26,[]],[42,[]],[49,[]],[24,[]],[45,[]],[43,[]],[40,[]]],[[0,[18,1,27,8,16,21,35,9,28,10,6,17,37,4,33,34,7,20,14,36,23,25,29,2,5]],[18,[]],[1,[]],[27,[]],[8,[]],[16,[]],[21,[44,46,39]],[35,[]],[9,[]],[28,[]],[10,[]],[6,[]],[17,[]],[37,[]],[4,[]],[46,[]],[39,[]],[33,[]],[34,[]],[44,[]],[48,[48,50,47]],[7,[]],[20,[]],[14,[]],[36,[]],[23,[]],[50,[]],[47,[]],[25,[]],[29,[]],[2,[]],[5,[]]]],[[[21,[44,46,39]],[11,[45]]],[[48,[48,50,47]]]]]",719.117242769
test_data/data_demand_random_50_batch_all1_equal_random/C101_1.5.dat,4,90,"[[[[0,[33,46,39,4,37,17,34,6,44,10,24,9,13,3,26,42,28,35,27,1,45,43,40]],[33,[]],[46,[]],[39,[]],[4,[]],[37,[]],[17,[]],[34,[]],[6,[]],[44,[]],[48,[48]],[10,[]],[24,[]],[9,[]],[13,[]],[3,[]],[26,[]],[42,[49]],[49,[]],[28,[]],[35,[]],[27,[]],[1,[]],[45,[]],[43,[]],[40,[]]],[[0,[5,36,7,20,14,50,47,25,23,2,29,41,19,12,32,30,38,15,22,31,8,21,18,16,11]],[5,[]],[36,[]],[7,[]],[20,[]],[14,[]],[50,[]],[47,[]],[25,[]],[23,[]],[2,[]],[29,[]],[41,[]],[19,[]],[12,[]],[32,[]],[30,[]],[38,[]],[15,[]],[22,[]],[31,[]],[8,[]],[21,[]],[18,[]],[16,[]],[11,[]]]],[[[48,[48]]],[[42,[49]]]]]",637,"[[[[0,[36,20,14,23,11,1,27,24,9,13,3,26,42,28,39,33]],[36,[]],[20,[50,49,48]],[14,[45,44,46]],[50,[]],[23,[]],[11,[]],[45,[]],[1,[]],[27,[]],[24,[]],[9,[]],[13,[]],[3,[]],[26,[]],[42,[]],[49,[]],[28,[]],[48,[]],[44,[]],[46,[]],[39,[]],[33,[]]],[[0,[17,4,6,10,5,2,25,19,22,12,30,15,8,21,16]],[17,[34]],[34,[]],[37,[38,35,37,18]],[4,[]],[6,[]],[10,[]],[7,[7]],[5,[29]],[2,[]],[29,[]],[25,[]],[47,[47,41,40,43]],[41,[]],[19,[]],[22,[]],[31,[31,32]],[12,[]],[32,[]],[30,[]],[38,[]],[15,[]],[8,[]],[35,[]],[18,[]],[21,[]],[16,[]],[43,[]],[40,[]]]],[[[17,[34]]],[[37,[38,35,37,18]]],[[20,[50,49,48]],[7,[7]]],[[14,[45,44,46]],[5,[29]]],[[47,[47,41,40,43]]],[[31,[31,32]]]]]",665.615528128
test_data/data_demand_random_50_batch_all1_equal_random/C101_1.5.dat,4,120,"[[[[0,[33,46,39,4,37,17,34,6,44,48,10,28,49,42,26,3,13,9,24,35,27,1,45,43,40]],[33,[]],[46,[]],[39,[]],[4,[]],[37,[]],[17,[]],[34,[]],[6,[]],[44,[]],[48,[]],[10,[]],[28,[]],[49,[]],[42,[]],[26,[]],[3,[]],[13,[]],[9,[]],[24,[]],[35,[]],[27,[]],[1,[]],[45,[]],[43,[]],[40,[]]],[[0,[5,36,7,20,14,50,47,25,23,2,29,41,19,31,22,12,32,30,38,15,8,21,18,16,11]],[5,[]],[36,[]],[7,[]],[20,[]],[14,[]],[50,[]],[47,[]],[25,[]],[23,[]],[2,[]],[29,[]],[41,[]],[19,[]],[31,[]],[22,[]],[12,[]],[32,[]],[30,[]],[38,[]],[15,[]],[8,[]],[21,[]],[18,[]],[16,[]],[11,[]]]],[]]",637,"[[[[0,[36,20,14,23,11,1,27,24,9,13,3,26,42,28,39,33]],[36,[]],[20,[50,49,48]],[14,[45,44,46]],[50,[]],[23,[]],[11,[]],[45,[]],[1,[]],[27,[]],[24,[]],[9,[]],[13,[]],[3,[]],[26,[]],[42,[]],[49,[]],[28,[]],[48,[]],[44,[]],[46,[]],[39,[]],[33,[]]],[[0,[17,4,6,10,5,2,25,19,22,12,30,15,8,21,16]],[17,[34]],[34,[]],[37,[38,35,37,18]],[4,[]],[6,[]],[10,[]],[7,[7]],[5,[29]],[2,[]],[29,[]],[25,[]],[47,[47,41,40,43]],[41,[]],[19,[]],[22,[]],[31,[31,32]],[12,[]],[32,[]],[30,[]],[38,[]],[15,[]],[8,[]],[35,[]],[18,[]],[21,[]],[16,[]],[43,[]],[40,[]]]],[[[17,[34]]],[[37,[38,35,37,18]]],[[20,[50,49,48]],[7,[7]]],[[14,[45,44,46]],[5,[29]]],[[47,[47,41,40,43]]],[[31,[31,32]]]]]",665.615528128
test_data/data_demand_random_50_batch_all1_equal_random/C101_1.5.dat,8,60,"[[[[0,[16,18,21,8,31,22,15,38,30,32,12,19,41,29,2,23,25,47,50,14,20,7,36,5]],[16,[]],[18,[]],[21,[]],[8,[]],[31,[]],[22,[]],[15,[]],[38,[]],[30,[]],[32,[]],[12,[]],[19,[]],[41,[]],[29,[]],[2,[]],[23,[]],[25,[]],[47,[]],[50,[]],[14,[]],[20,[]],[7,[]],[36,[]],[5,[]]],[[0,[33,46,39,4,37,17,34,6,44,48,10,28,49,42,26,3,13,9,24,35,27,1,45,43,40,11]],[33,[]],[46,[]],[39,[]],[4,[]],[37,[]],[17,[]],[34,[]],[6,[]],[44,[]],[48,[]],[10,[]],[28,[]],[49,[]],[42,[]],[26,[]],[3,[]],[13,[]],[9,[]],[24,[]],[35,[]],[27,[]],[1,[]],[45,[]],[43,[]],[40,[]],[11,[]]]],[]]",637,"[[[[0,[11,22,31,41,19,12,32,30,38,15,13,3,26,42,49,24,43,40]],[11,[45]],[22,[]],[31,[]],[41,[]],[19,[]],[12,[]],[32,[]],[30,[]],[38,[]],[15,[]],[13,[]],[3,[]],[26,[]],[42,[]],[49,[]],[24,[]],[45,[]],[43,[]],[40,[]]],[[0,[18,1,27,8,16,21,35,9,28,10,6,17,37,4,33,34,7,20,14,36,23,25,29,2,5]],[18,[]],[1,[]],[27,[]],[8,[]],[16,[]],[21,[44,46,39]],[35,[]],[9,[]],[28,[]],[10,[]],[6,[]],[17,[]],[37,[]],[4,[]],[46,[]],[39,[]],[33,[]],[34,[]],[44,[]],[48,[48,50,47]],[7,[]],[20,[]],[14,[]],[36,[]],[23,[]],[50,[]],[47,[]],[25,[]],[29,[]],[2,[]],[5,[]]]],[[[21,[44,46,39]],[11,[45]]],[[48,[48,50,47]]]]]",719.117242769
test_data/data_demand_random_50_batch_all1_equal_random/C101_1.5.dat,8,90,"[[[[0,[40,43,45,1,27,35,24,9,13,3,26,42,49,28,10,48,44,6,34,17,37,4,46,39,33]],[40,[]],[43,[]],[45,[]],[1,[]],[27,[]],[35,[]],[24,[]],[9,[]],[13,[]],[3,[]],[26,[]],[42,[]],[49,[]],[28,[]],[10,[]],[48,[]],[44,[]],[6,[]],[34,[]],[17,[]],[37,[]],[4,[]],[46,[]],[39,[]],[33,[]]],[[0,[5,36,7,20,14,50,47,25,23,2,29,41,31,22,19,12,32,30,38,15,8,21,18,16,11]],[5,[]],[36,[]],[7,[]],[20,[]],[14,[]],[50,[]],[47,[]],[25,[]],[23,[]],[2,[]],[29,[]],[41,[]],[31,[]],[22,[]],[19,[]],[12,[]],[32,[]],[30,[]],[38,[]],[15,[]],[8,[]],[21,[]],[18,[]],[16,[]],[11,[]]]],[]]",637,"[[[[0,[36,20,14,23,11,1,27,24,9,13,3,26,42,28,39,33]],[36,[]],[20,[50,49,48]],[14,[45,44,46]],[50,[]],[23,[]],[11,[]],[45,[]],[1,[]],[27,[]],[24,[]],[9,[]],[13,[]],[3,[]],[26,[]],[42,[]],[49,[]],[28,[]],[48,[]],[44,[]],[46,[]],[39,[]],[33,[]]],[[0,[17,4,6,10,5,2,25,19,22,12,30,15,8,21,16]],[17,[34]],[34,[]],[37,[38,35,37,18]],[4,[]],[6,[]],[10,[]],[7,[7]],[5,[29]],[2,[]],[29,[]],[25,[]],[47,[47,41,40,43]],[41,[]],[19,[]],[22,[]],[31,[31,32]],[12,[]],[32,[]],[30,[]],[38,[]],[15,[]],[8,[]],[35,[]],[18,[]],[21,[]],[16,[]],[43,[]],[40,[]]]],[[[17,[34]]],[[37,[38,35,37,18]]],[[20,[50,49,48]],[7,[7]]],[[14,[45,44,46]],[5,[29]]],[[47,[47,41,40,43]]],[[31,[31,32]]]]]",665.615528128
test_data/data_demand_random_50_batch_all1_equal_random/C101_1.5.dat,8,120,"[[[[0,[33,46,39,4,37,17,34,6,44,48,10,28,49,42,26,3,13,9,24,35,27,1,45,43,40]],[33,[]],[46,[]],[39,[]],[4,[]],[37,[]],[17,[]],[34,[]],[6,[]],[44,[]],[48,[]],[10,[]],[28,[]],[49,[]],[42,[]],[26,[]],[3,[]],[13,[]],[9,[]],[24,[]],[35,[]],[27,[]],[1,[]],[45,[]],[43,[]],[40,[]]],[[0,[5,36,7,20,14,50,47,25,23,2,29,41,19,31,22,12,32,30,38,15,8,21,18,16,11]],[5,[]],[36,[]],[7,[]],[20,[]],[14,[]],[50,[]],[47,[]],[25,[]],[23,[]],[2,[]],[29,[]],[41,[]],[19,[]],[31,[]],[22,[]],[12,[]],[32,[]],[30,[]],[38,[]],[15,[]],[8,[]],[21,[]],[18,[]],[16,[]],[11,[]]]],[]]",637,"[[[[0,[36,20,14,23,11,1,27,24,9,13,3,26,42,28,39,33]],[36,[]],[20,[50,49,48]],[14,[45,44,46]],[50,[]],[23,[]],[11,[]],[45,[]],[1,[]],[27,[]],[24,[]],[9,[]],[13,[]],[3,[]],[26,[]],[42,[]],[49,[]],[28,[]],[48,[]],[44,[]],[46,[]],[39,[]],[33,[]]],[[0,[17,4,6,10,5,2,25,19,22,12,30,15,8,21,16]],[17,[34]],[34,[]],[37,[38,35,37,18]],[4,[]],[6,[]],[10,[]],[7,[7]],[5,[29]],[2,[]],[29,[]],[25,[]],[47,[47,41,40,43]],[41,[]],[19,[]],[22,[]],[31,[31,32]],[12,[]],[32,[]],[30,[]],[38,[]],[15,[]],[8,[]],[35,[]],[18,[]],[21,[]],[16,[]],[43,[]],[40,[]]]],[[[17,[34]]],[[37,[38,35,37,18]]],[[20,[50,49,48]],[7,[7]]],[[14,[45,44,46]],[5,[29]]],[[47,[47,41,40,43]]],[[31,[31,32]]]]]",665.615528128
test_data/data_demand_random_50_batch_all1_equal_random/C101_1.dat,4,60,"[[[[0,[19,12,6,25,43,30,1,44,9,15,13,24,48,18,22,5,28,2,23,27,16,35,3,42,17,47]],[19,[]],[12,[]],[6,[]],[25,[]],[43,[]],[30,[]],[1,[]],[44,[]],[9,[]],[15,[]],[13,[]],[24,[]],[48,[]],[18,[]],[22,[]],[5,[]],[28,[]],[2,[]],[23,[]],[27,[]],[16,[]],[35,[]],[3,[]],[42,[]],[17,[]],[47,[]]],[[0,[32,21,40,39,8,20,41,4,38,7,10,11,14,34,37,50,36,45,29,26,31,33,49,46]],[32,[]],[21,[]],[40,[]],[39,[]],[8,[]],[20,[]],[41,[]],[4,[]],[38,[]],[7,[]],[10,[]],[11,[]],[14,[]],[34,[]],[37,[]],[50,[]],[36,[]],[45,[]],[29,[]],[26,[]],[31,[]],[33,[]],[49,[]],[46,[]]]],[]]",522,,
test_data/data_demand_random_50_batch_all1_equal_random/C101_1.dat,4,90,"[[[[0,[32,21,40,39,8,41,20,38,7,10,4,11,14,34,37,36,29,26,31]],[32,[]],[21,[]],[40,[]],[39,[]],[8,[]],[41,[]],[20,[]],[38,[50,45,46]],[7,[]],[10,[]],[4,[]],[11,[]],[14,[]],[34,[]],[37,[]],[50,[]],[36,[]],[45,[]],[29,[]],[26,[]],[31,[]],[46,[]],[47,[47]]],[[0,[12,1,9,13,23,2,5,22,18,24,25,6,19,15,3,16,27,17]],[12,[]],[1,[]],[9,[]],[13,[]],[23,[28,30,35,33]],[2,[]],[28,[]],[5,[]],[22,[48,43,44,49]],[18,[]],[48,[]],[24,[]],[44,[]],[30,[]],[43,[]],[25,[]],[6,[]],[19,[]],[15,[]],[3,[]],[35,[]],[16,[]],[27,[]],[33,[]],[49,[]],[42,[42]],[17,[]]]],[[[23,[28,30,35,33]]],[[22,[48,43,44,49]]],[[38,[50,45,46]]],[[42,[42]],[47,[47]]]]]",496.055512755,"[[[[0,[32,21,40,39,8,41,20,38,7,10,4,11,14,34,37,36,29,26,31]],[32,[]],[21,[]],[40,[]],[39,[]],[8,[]],[41,[]],[20,[]],[38,[50,45,46]],[7,[]],[10,[]],[4,[]],[11,[]],[14,[]],[34,[]],[37,[]],[50,[]],[36,[]],[45,[]],[29,[]],[26,[]],[31,[]],[46,[]],[47,[47]]],[[0,[12,1,9,13,23,2,5,22,18,24,25,6,19,15,3,16,27,17]],[12,[]],[1,[]],[9,[]],[13,[]],[23,[28,30,35,33]],[2,[]],[28,[]],[5,[]],[22,[48,43,44,49]],[18,[]],[48,[]],[24,[]],[44,[]],[30,[]],[43,[]],[25,[]],[6,[]],[19,[]],[15,[]],[3,[]],[35,[]],[16,[]],[27,[]],[33,[]],[49,[]],[42,[42]],[17,[]]]],[[[23,[28,30,35,33]]],[[22,[48,43,44,49]]],[[38,[50,45,46]]],[[42,[42]],[47,[47]]]]]",496.055512755
test_data/data_demand_random_50_batch_all1_equal_random/C101_1.dat,4,120,"[[[[0,[32,21,40,39,8,41,20,38,7,10,4,11,14,34,37,36,29,26,31]],[32,[]],[21,[]],[40,[]],[39,[]],[8,[]],[41,[]],[20,[]],[38,[50,45,46]],[7,[]],[10,[]],[4,[]],[11,[]],[14,[]],[34,[]],[37,[]],[50,[]],[36,[]],[45,[]],[29,[]],[26,[]],[31,[]],[46,[]],[47,[47]]],[[0,[12,1,9,13,23,2,5,22,18,24,25,6,19,15,3,16,27,17]],[12,[]],[1,[]],[9,[]],[13,[]],[23,[28,30,35,33]],[2,[]],[28,[]],[5,[]],[22,[48,43,44,49]],[18,[]],[48,[]],[24,[]],[44,[]],[30,[]],[43,[]],[25,[]],[6,[]],[19,[]],[15,[]],[3,[]],[35,[]],[16,[]],[27,[]],[33,[]],[49,[]],[42,[42]],[17,[]]]],[[[23,[28,30,35,33]]],[[22,[48,43,44,49]]],[[38,[50,45,46]]],[[42,[42]],[47,[47]]]]]",496.055512755,"[[[[0,[32,21,40,39,8,41,20,38,7,10,4,11,14,34,37,36,29,26,31]],[32,[]],[21,[]],[40,[]],[39,[]],[8,[]],[41,[]],[20,[]],[38,[50,45,46]],[7,[]],[10,[]],[4,[]],[11,[]],[14,[]],[34,[]],[37,[]],[50,[]],[36,[]],[45,[]],[29,[]],[26,[]],[31,[]],[46,[]],[47,[47]]],[[0,[12,1,9,13,23,2,5,22,18,24,25,6,19,15,3,16,27,17]],[12,[]],[1,[]],[9,[]],[13,[]],[23,[28,30,35,33]],[2,[]],[28,[]],[5,[]],[22,[48,43,44,49]],[18,[]],[48,[]],[24,[]],[44,[]],[30,[]],[43,[]],[25,[]],[6,[]],[19,[]],[15,[]],[3,[]],[35,[]],[16,[]],[27,[]],[33,[]],[49,[]],[42,[42]],[17,[]]]],[[[23,[28,30,35,33]]],[[22,[48,43,44,49]]],[[38,[50,45,46]]],[[42,[42]],[47,[47]]]]]",496.055512755
