instance,A,L,best_solution,best_fitness,best_multi_solution,best_multi_fitness
test_data/data_demand_random_50_batch_all1_equal_cluster/RC101_2.5.dat,4,60,"[[[[0,[17,19,40,41,42,43,44,21,20,18,45,46,47,48,49,50,25,24,23,22]],[17,[]],[19,[]],[40,[]],[41,[]],[42,[]],[43,[]],[44,[]],[21,[]],[20,[]],[18,[]],[45,[]],[46,[]],[47,[]],[48,[]],[49,[]],[50,[]],[25,[]],[24,[]],[23,[]],[22,[]]],[[0,[5,6,7,8,36,37,16,15,14,13,34,35,33,31,30,32,4,1,2,3,12,10,9,11,38,29,39,28,27,26]],[5,[]],[6,[]],[7,[]],[8,[]],[36,[]],[37,[]],[16,[]],[15,[]],[14,[]],[13,[]],[34,[]],[35,[]],[33,[]],[31,[]],[30,[]],[32,[]],[4,[]],[1,[]],[2,[]],[3,[]],[12,[]],[10,[]],[9,[]],[11,[]],[38,[]],[29,[]],[39,[]],[28,[]],[27,[]],[26,[]]]],[]]",1309,,
test_data/data_demand_random_50_batch_all1_equal_cluster/RC101_2.5.dat,4,90,"[[[[0,[1,3,2,4,13,5,7,8,6,16,15,14,19,17,18,20,21,11,9,10,12]],[1,[]],[3,[]],[2,[]],[4,[]],[13,[]],[5,[]],[7,[]],[8,[29,28,27,26]],[6,[]],[16,[]],[15,[]],[14,[32,33,31,30]],[37,[36,37]],[36,[]],[34,[35,34,40]],[35,[]],[33,[]],[31,[]],[30,[]],[32,[]],[19,[]],[17,[]],[18,[]],[20,[]],[21,[]],[40,[]],[11,[]],[9,[39,38]],[10,[]],[38,[]],[29,[]],[39,[]],[27,[]],[28,[]],[26,[]],[12,[]]],[[0,[22,23,24,25,50,49,48,47,46,45,44,43,41,42]],[22,[]],[23,[]],[24,[]],[25,[]],[50,[]],[49,[]],[48,[]],[47,[]],[46,[]],[45,[]],[44,[]],[43,[]],[41,[]],[42,[]]]],[[[8,[29,28,27,26]]],[[14,[32,33,31,30]]],[[37,[36,37]]],[[34,[35,34,40]]],[[9,[39,38]]]]]",1289,,
test_data/data_demand_random_50_batch_all1_equal_cluster/RC101_2.5.dat,4,120,"[[[[0,[1,3,2,4,13,5,7,8,6,16,15,14,19,17,18,20,21,11,9,10,12]],[1,[]],[3,[]],[2,[]],[4,[]],[13,[]],[5,[]],[7,[]],[8,[29,28,27,26]],[6,[]],[16,[]],[15,[]],[14,[32,33,31,30]],[37,[36,37]],[36,[]],[34,[35,34,40]],[35,[]],[33,[]],[31,[]],[30,[]],[32,[]],[19,[]],[17,[]],[18,[]],[20,[]],[21,[]],[40,[]],[11,[]],[9,[39,38]],[10,[]],[38,[]],[29,[]],[39,[]],[27,[]],[28,[]],[26,[]],[12,[]]],[[0,[22,23,24,25,50,49,48,47,46,45,44,43,41,42]],[22,[]],[23,[]],[24,[]],[25,[]],[50,[]],[49,[]],[48,[]],[47,[]],[46,[]],[45,[]],[44,[]],[43,[]],[41,[]],[42,[]]]],[[[8,[29,28,27,26]]],[[14,[32,33,31,30]]],[[37,[36,37]]],[[34,[35,34,40]]],[[9,[39,38]]]]]",1289,"[[[[0,[5,16,15,14,18,19,12,11]],[1,[1]],[5,[]],[16,[]],[15,[]],[14,[26,27,28,29]],[18,[]],[19,[39,38,30,32]],[30,[]],[32,[50,49,48,47]],[12,[]],[26,[]],[27,[]],[28,[]],[39,[]],[29,[]],[38,[]],[11,[]],[50,[]],[49,[]],[48,[]],[47,[]]],[[0,[17,4,3,2,13,6,7,8,21,20]],[9,[9,10]],[10,[]],[17,[]],[4,[31,33]],[31,[]],[3,[]],[33,[]],[2,[35,34,36,37]],[35,[]],[34,[]],[13,[46,45,44,43]],[6,[]],[7,[]],[8,[]],[36,[]],[37,[]],[22,[22,23,25,24]],[23,[40,41,42]],[25,[]],[24,[]],[46,[]],[45,[]],[44,[]],[40,[]],[41,[]],[42,[]],[43,[]],[21,[]],[20,[]]]],[[[9,[9,10]],[1,[1]]],[[14,[26,27,28,29]]],[[19,[39,38,30,32]]],[[4,[31,33]]],[[2,[35,34,36,37]]],[[32,[50,49,48,47]]],[[13,[46,45,44,43]]],[[22,[22,23,25,24]]],[[23,[40,41,42]]]]]",1412.057096286
test_data/data_demand_random_50_batch_all1_equal_cluster/RC101_2.5.dat,8,60,"[[[[0,[22,23,24,25,50,49,48,47,46,45,18,20,21,44,43,42,40,41,19,17]],[22,[]],[23,[]],[24,[]],[25,[]],[50,[]],[49,[]],[48,[]],[47,[]],[46,[]],[45,[]],[18,[]],[20,[]],[21,[]],[44,[]],[43,[]],[42,[]],[40,[]],[41,[]],[19,[]],[17,[]]],[[0,[5,6,7,8,37,36,16,15,13,14,34,35,33,31,30,4,32,1,2,3,12,26,27,28,39,29,38,11,10,9]],[5,[]],[6,[]],[7,[]],[8,[]],[37,[]],[36,[]],[16,[]],[15,[]],[13,[]],[14,[]],[34,[]],[35,[]],[33,[]],[31,[]],[30,[]],[4,[]],[32,[]],[1,[]],[2,[]],[3,[]],[12,[]],[26,[]],[27,[]],[28,[]],[39,[]],[29,[]],[38,[]],[11,[]],[10,[]],[9,[]]]],[]]",1309,,
test_data/data_demand_random_50_batch_all1_equal_cluster/RC101_2.5.dat,8,90,"[[[[0,[4,3,1,6,5,8,7,2]],[4,[]],[3,[]],[1,[]],[6,[]],[5,[15,16,13]],[22,[22]],[8,[14,12,9,10,11]],[15,[]],[7,[21,20,18,19]],[14,[]],[13,[]],[16,[]],[36,[34,35,31,30,33,32,36,37]],[37,[]],[34,[]],[35,[]],[33,[]],[31,[]],[30,[]],[32,[]],[2,[]],[12,[]],[26,[39,38,40,26,27,28,29,41]],[27,[]],[28,[]],[39,[]],[29,[]],[9,[]],[10,[]],[38,[]],[11,[]],[18,[]],[20,[]],[21,[]],[40,[]],[19,[]],[41,[]]],[[0,[23,24,25,50,49,48,47,46,45,44,43,42,17]],[23,[]],[24,[]],[25,[]],[50,[]],[49,[]],[48,[]],[47,[]],[46,[]],[45,[]],[44,[]],[43,[]],[42,[]],[17,[]]]],[[[5,[15,16,13]]],[[22,[22]]],[[8,[14,12,9,10,11]]],[[7,[21,20,18,19]]],[[36,[34,35,31,30,33,32,36,37]]],[[26,[39,38,40,26,27,28,29,41]]]]]",1281,,
test_data/data_demand_random_50_batch_all1_equal_cluster/RC101_2.5.dat,8,120,"[[[[0,[1,3,2,4,13,5,7,8,6,16,15,14,19,17,18,20,21,11,9,10,12]],[1,[]],[3,[]],[2,[]],[4,[]],[13,[]],[5,[]],[7,[]],[8,[29,28,27,26]],[6,[]],[16,[]],[15,[]],[14,[32,33,31,30]],[37,[36,37]],[36,[]],[34,[35,34,40]],[35,[]],[33,[]],[31,[]],[30,[]],[32,[]],[19,[]],[17,[]],[18,[]],[20,[]],[21,[]],[40,[]],[11,[]],[9,[39,38]],[10,[]],[38,[]],[29,[]],[39,[]],[27,[]],[28,[]],[26,[]],[12,[]]],[[0,[22,23,24,25,50,49,48,47,46,45,44,43,41,42]],[22,[]],[23,[]],[24,[]],[25,[]],[50,[]],[49,[]],[48,[]],[47,[]],[46,[]],[45,[]],[44,[]],[43,[]],[41,[]],[42,[]]]],[[[8,[29,28,27,26]]],[[14,[32,33,31,30]]],[[37,[36,37]]],[[34,[35,34,40]]],[[9,[39,38]]]]]",1289,"[[[[0,[12,9,11,10,1,4,3]],[12,[]],[9,[]],[11,[]],[19,[19]],[20,[20]],[18,[18]],[21,[21]],[17,[17]],[10,[29,28,27,26]],[29,[]],[28,[]],[27,[]],[26,[]],[1,[32,33,31,30,35]],[30,[]],[31,[]],[33,[]],[35,[]],[32,[46,45]],[4,[]],[3,[]],[39,[50,49,48,47,39,38]],[38,[]],[50,[]],[49,[]],[48,[]],[47,[]],[46,[]],[45,[]]],[[0,[25,24,23,22,14,8,5,6,7,16,15,2]],[25,[]],[24,[]],[23,[]],[22,[]],[14,[]],[8,[]],[5,[37,36,34]],[6,[]],[7,[]],[37,[]],[36,[]],[16,[]],[13,[13]],[15,[]],[34,[]],[2,[44,43,40,41,42]],[40,[]],[41,[]],[44,[]],[43,[]],[42,[]]]],[[[19,[19]]],[[20,[20]]],[[18,[18]]],[[21,[21]]],[[17,[17]]],[[10,[29,28,27,26]]],[[1,[32,33,31,30,35]],[5,[37,36,34]]],[[32,[46,45]],[13,[13]]],[[39,[50,49,48,47,39,38]]],[[2,[44,43,40,41,42]]]]]",1344.202150475
test_data/data_demand_random_50_batch_all1_equal_cluster/RC101_2.dat,4,60,"[[[[0,[33,34,35,36,37,38,39,50,49,48,27,29,30,32,31,45,46,47,28,26]],[33,[]],[34,[]],[35,[]],[36,[]],[37,[]],[38,[]],[39,[]],[50,[]],[49,[]],[48,[]],[27,[]],[29,[]],[30,[]],[32,[]],[31,[]],[45,[]],[46,[]],[47,[]],[28,[]],[26,[]]],[[0,[16,17,18,19,44,43,20,15,13,14,1,2,3,4,5,6,40,41,42,25,23,22,21,8,24,11,12,10,9,7]],[16,[]],[17,[]],[18,[]],[19,[]],[44,[]],[43,[]],[20,[]],[15,[]],[13,[]],[14,[]],[1,[]],[2,[]],[3,[]],[4,[]],[5,[]],[6,[]],[40,[]],[41,[]],[42,[]],[25,[]],[23,[]],[22,[]],[21,[]],[8,[]],[24,[]],[11,[]],[12,[]],[10,[]],[9,[]],[7,[]]]],[]]",1133,,
test_data/data_demand_random_50_batch_all1_equal_cluster/RC101_2.dat,4,90,"[[[[0,[33,34,35,36,37,38,39,50,49,48,27,29,30,32,31,45,46,47,28,26]],[33,[]],[34,[]],[35,[]],[36,[]],[37,[]],[38,[]],[39,[]],[50,[]],[49,[]],[48,[]],[27,[]],[29,[]],[30,[]],[32,[]],[31,[]],[45,[]],[46,[]],[47,[]],[28,[]],[26,[]]],[[0,[13,14,15,20,43,44,19,18,17,16,1,2,3,4,5,6,40,41,42,25,23,22,21,8,24,11,12,10,9,7]],[13,[]],[14,[]],[15,[]],[20,[]],[43,[]],[44,[]],[19,[]],[18,[]],[17,[]],[16,[]],[1,[]],[2,[]],[3,[]],[4,[]],[5,[]],[6,[]],[40,[]],[41,[]],[42,[]],[25,[]],[23,[]],[22,[]],[21,[]],[8,[]],[24,[]],[11,[]],[12,[]],[10,[]],[9,[]],[7,[]]]],[]]",1133,,
test_data/data_demand_random_50_batch_all1_equal_cluster/RC101_2.dat,4,120,"[[[[0,[1,25,42,41,40,6,5,4,2,3,16,17,18,19,44,43,13,14,20,15,28,30,29,27,26]],[1,[]],[25,[]],[42,[]],[41,[]],[40,[]],[6,[]],[5,[]],[4,[]],[2,[]],[3,[]],[16,[]],[17,[]],[18,[]],[19,[]],[44,[]],[43,[]],[13,[]],[14,[]],[20,[]],[15,[]],[28,[]],[30,[]],[29,[]],[27,[]],[26,[]]],[[0,[21,22,23,24,12,11,10,9,8,7,33,34,35,36,37,38,39,32,31]],[21,[]],[22,[]],[23,[]],[24,[]],[12,[]],[11,[]],[10,[]],[9,[]],[8,[]],[7,[]],[33,[50,49,48,47]],[34,[]],[35,[]],[36,[]],[37,[]],[38,[]],[39,[]],[50,[]],[49,[]],[48,[]],[32,[]],[31,[]],[47,[]],[46,[46,45]],[45,[]]]],[[[33,[50,49,48,47]]],[[46,[46,45]]]]]",1116,"[[[[0,[1,25,42,41,40,6,5,4,2,3,16,17,18,19,44,43,13,14,20,15,28,30,27,26]],[1,[]],[25,[]],[42,[]],[41,[]],[40,[]],[6,[]],[5,[]],[4,[]],[2,[]],[3,[]],[16,[]],[17,[]],[18,[]],[19,[]],[44,[]],[43,[]],[13,[]],[14,[]],[20,[]],[15,[]],[28,[]],[30,[]],[29,[29]],[27,[]],[26,[]]],[[0,[21,22,23,24,10,12,11,9,8,7,33,34,35,36,37,38,39,32,31]],[21,[]],[22,[]],[23,[]],[24,[]],[10,[]],[12,[]],[11,[]],[9,[]],[8,[]],[7,[]],[33,[50,49,48,47]],[34,[]],[35,[]],[36,[]],[37,[]],[38,[]],[39,[]],[50,[]],[49,[]],[48,[]],[32,[]],[31,[]],[47,[]],[46,[46,45]],[45,[]]]],[[[33,[50,49,48,47]]],[[46,[46,45]],[29,[29]]]]]",1122
test_data/data_demand_random_50_batch_all1_equal_cluster/RC101_2.dat,8,60,"[[[[0,[33,34,35,36,37,38,39,50,49,48,27,29,30,32,31,45,46,47,28,26]],[33,[]],[34,[]],[35,[]],[36,[]],[37,[]],[38,[]],[39,[]],[50,[]],[49,[]],[48,[]],[27,[]],[29,[]],[30,[]],[32,[]],[31,[]],[45,[]],[46,[]],[47,[]],[28,[]],[26,[]]],[[0,[16,17,18,19,44,43,20,15,13,14,3,1,2,4,5,6,40,41,42,25,21,22,23,24,12,11,10,9,8,7]],[16,[]],[17,[]],[18,[]],[19,[]],[44,[]],[43,[]],[20,[]],[15,[]],[13,[]],[14,[]],[3,[]],[1,[]],[2,[]],[4,[]],[5,[]],[6,[]],[40,[]],[41,[]],[42,[]],[25,[]],[21,[]],[22,[]],[23,[]],[24,[]],[12,[]],[11,[]],[10,[]],[9,[]],[8,[]],[7,[]]]],[]]",1133,,
test_data/data_demand_random_50_batch_all1_equal_cluster/RC101_2.dat,8,90,"[[[[0,[16,17,18,19,44,43,20,15,13,14,3,2,1,6,4,5,40,41,42,25,23,22,21,8,24,12,11,10,9,7]],[16,[]],[17,[]],[18,[]],[19,[]],[44,[]],[43,[]],[20,[]],[15,[]],[13,[]],[14,[]],[3,[]],[2,[]],[1,[]],[6,[]],[4,[]],[5,[]],[40,[]],[41,[]],[42,[]],[25,[]],[23,[]],[22,[]],[21,[]],[8,[]],[24,[]],[12,[]],[11,[]],[10,[]],[9,[]],[7,[]]],[[0,[26,28,47,46,45,32,31,30,29,27,48,49,50,39,38,37,36,35,34,33]],[26,[]],[28,[]],[47,[]],[46,[]],[45,[]],[32,[]],[31,[]],[30,[]],[29,[]],[27,[]],[48,[]],[49,[]],[50,[]],[39,[]],[38,[]],[37,[]],[36,[]],[35,[]],[34,[]],[33,[]]]],[]]",1133,,
test_data/data_demand_random_50_batch_all1_equal_cluster/RC101_2.dat,8,120,"[[[[0,[3,4,5,6,2]],[3,[9]],[9,[16,17,18,19,20,15,13,14]],[25,[25]],[4,[]],[5,[]],[6,[]],[2,[26,27,29,30,31,32,28]],[28,[]],[27,[]],[29,[]],[30,[]],[31,[]],[32,[]],[26,[]],[14,[]],[16,[44,43,42,41,40]],[17,[]],[18,[]],[19,[]],[44,[]],[43,[]],[20,[]],[15,[]],[13,[]],[40,[]],[41,[]],[42,[]]],[[0,[12,11,10,8,7]],[1,[1]],[12,[]],[11,[]],[10,[]],[24,[24]],[23,[23,22,21]],[22,[]],[21,[]],[8,[]],[7,[39,38,37,36,35,34,33]],[33,[]],[39,[50,49,48,47,46,45]],[38,[]],[37,[]],[36,[]],[35,[]],[34,[]],[50,[]],[49,[]],[48,[]],[47,[]],[46,[]],[45,[]]]],[[[3,[9]],[1,[1]]],[[9,[16,17,18,19,20,15,13,14]]],[[25,[25]],[24,[24]]],[[2,[26,27,29,30,31,32,28]]],[[16,[44,43,42,41,40]]],[[23,[23,22,21]]],[[7,[39,38,37,36,35,34,33]]],[[39,[50,49,48,47,46,45]]]]]",1076.301651611,"[[[[0,[3,6,2,4,5]],[3,[9]],[9,[16,17,18,19,20,15,13,14]],[25,[25]],[6,[]],[2,[26,27,29,30,31,32,28]],[28,[]],[27,[]],[29,[]],[30,[]],[31,[]],[32,[]],[26,[]],[14,[]],[16,[44,43,42,41,40]],[17,[]],[18,[]],[19,[]],[44,[]],[43,[]],[20,[]],[15,[]],[13,[]],[4,[]],[5,[]],[40,[]],[41,[]],[42,[]]],[[0,[12,11,10,8,7]],[1,[1]],[12,[]],[11,[]],[10,[]],[24,[24]],[23,[23,22,21]],[22,[]],[21,[]],[8,[]],[7,[39,38,37,36,35,34,33]],[33,[]],[39,[50,49,48,47,46,45]],[38,[]],[37,[]],[36,[]],[35,[]],[34,[]],[50,[]],[49,[]],[48,[]],[47,[]],[46,[]],[45,[]]]],[[[1,[1]],[3,[9]]],[[9,[16,17,18,19,20,15,13,14]]],[[25,[25]],[24,[24]]],[[2,[26,27,29,30,31,32,28]]],[[16,[44,43,42,41,40]]],[[23,[23,22,21]]],[[7,[39,38,37,36,35,34,33]]],[[39,[50,49,48,47,46,45]]]]]",1076.301651611
test_data/data_demand_random_50_batch_all1_equal_cluster/RC101_3.dat,4,60,"[[[[0,[14,12,30,37,29,28,27,38,13,11,3,4,5,34,35,33,32,31,2,1,15,16,17,18,10,36,9,7,8,6,22,20,19]],[14,[]],[12,[]],[30,[]],[37,[]],[29,[]],[28,[]],[27,[]],[38,[]],[13,[]],[11,[]],[3,[]],[4,[]],[5,[]],[34,[]],[35,[]],[33,[]],[32,[]],[31,[]],[2,[]],[1,[]],[15,[]],[16,[]],[17,[]],[18,[]],[10,[]],[36,[]],[9,[]],[7,[]],[8,[]],[6,[]],[22,[]],[20,[]],[19,[]]],[[0,[23,24,25,26,50,49,48,47,46,45,39,41,40,42,44,43,21]],[23,[]],[24,[]],[25,[]],[26,[]],[50,[]],[49,[]],[48,[]],[47,[]],[46,[]],[45,[]],[39,[]],[41,[]],[40,[]],[42,[]],[44,[]],[43,[]],[21,[]]]],[]]",1485,,
test_data/data_demand_random_50_batch_all1_equal_cluster/RC101_3.dat,4,90,"[[[[0,[14,2,3,4,6,17,16,7,15,8,9,10,18,5,1,12,11,13,22,20,21,19]],[14,[]],[2,[]],[3,[]],[4,[]],[6,[]],[17,[]],[16,[]],[7,[33,34,32,31]],[15,[]],[8,[27,29,28,30]],[9,[]],[36,[36,35]],[10,[]],[18,[]],[35,[]],[34,[]],[33,[]],[31,[]],[32,[]],[5,[]],[1,[]],[27,[37,38,42,39]],[28,[]],[29,[]],[37,[]],[30,[]],[12,[]],[11,[]],[13,[]],[38,[44,43,40,41]],[44,[]],[43,[]],[42,[]],[40,[]],[41,[]],[39,[]],[22,[]],[20,[]],[21,[]],[19,[]]],[[0,[23,24,25,26,50,49,48,47,46,45]],[23,[]],[24,[]],[25,[]],[26,[]],[50,[]],[49,[]],[48,[]],[47,[]],[46,[]],[45,[]]]],[[[7,[33,34,32,31]]],[[8,[27,29,28,30]]],[[36,[36,35]]],[[27,[37,38,42,39]]],[[38,[44,43,40,41]]]]]",1377,,
test_data/data_demand_random_50_batch_all1_equal_cluster/RC101_3.dat,4,120,"[[[[0,[14,2,3,4,6,17,16,7,15,8,9,10,18,5,1,12,11,13,22,20,21,19]],[14,[]],[2,[]],[3,[]],[4,[]],[6,[]],[17,[]],[16,[]],[7,[33,34,32,31]],[15,[]],[8,[27,29,28,30]],[9,[]],[36,[36,35]],[10,[]],[18,[]],[35,[]],[34,[]],[33,[]],[31,[]],[32,[]],[5,[]],[1,[]],[27,[37,38,42,39]],[28,[]],[29,[]],[37,[]],[30,[]],[12,[]],[11,[]],[13,[]],[38,[44,43,40,41]],[44,[]],[43,[]],[42,[]],[40,[]],[41,[]],[39,[]],[22,[]],[20,[]],[21,[]],[19,[]]],[[0,[23,24,25,26,50,49,48,47,46,45]],[23,[]],[24,[]],[25,[]],[26,[]],[50,[]],[49,[]],[48,[]],[47,[]],[46,[]],[45,[]]]],[[[7,[33,34,32,31]]],[[8,[27,29,28,30]]],[[36,[36,35]]],[[27,[37,38,42,39]]],[[38,[44,43,40,41]]]]]",1377,"[[[[0,[3,19,20,22,21,13,11,12,1,5,14]],[4,[4]],[2,[2]],[3,[30,29,28,27]],[19,[34,33,32,31]],[20,[]],[22,[]],[21,[]],[13,[]],[11,[]],[12,[]],[30,[]],[29,[]],[28,[]],[1,[]],[34,[49,48,47]],[33,[]],[32,[]],[31,[]],[5,[37,38,50]],[14,[]],[27,[]],[37,[]],[38,[]],[50,[]],[49,[]],[48,[]],[47,[]]],[[0,[16,15,25,24,23,6,7,8,9,10,17,18]],[16,[26]],[15,[]],[26,[]],[25,[]],[24,[]],[23,[]],[6,[]],[7,[]],[8,[]],[9,[35,36,41]],[10,[46,45,44,43]],[35,[]],[17,[]],[18,[]],[36,[]],[46,[]],[45,[]],[41,[]],[44,[]],[43,[]],[42,[42,40,39]],[40,[]],[39,[]]]],[[[4,[4]]],[[16,[26]],[2,[2]]],[[3,[30,29,28,27]]],[[19,[34,33,32,31]]],[[34,[49,48,47]]],[[9,[35,36,41]]],[[10,[46,45,44,43]]],[[5,[37,38,50]]],[[42,[42,40,39]]]]]",1600.357337308
test_data/data_demand_random_50_batch_all1_equal_cluster/RC101_3.dat,8,60,"[[[[0,[23,24,25,26,50,49,48,47,46,45,20,22,39,41,40,42,44,43,21,19]],[23,[]],[24,[]],[25,[]],[26,[]],[50,[]],[49,[]],[48,[]],[47,[]],[46,[]],[45,[]],[20,[]],[22,[]],[39,[]],[41,[]],[40,[]],[42,[]],[44,[]],[43,[]],[21,[]],[19,[]]],[[0,[14,27,28,29,37,30,38,13,12,11,3,4,5,2,1,31,32,33,34,35,17,16,15,7,18,36,10,9,8,6]],[14,[]],[27,[]],[28,[]],[29,[]],[37,[]],[30,[]],[38,[]],[13,[]],[12,[]],[11,[]],[3,[]],[4,[]],[5,[]],[2,[]],[1,[]],[31,[]],[32,[]],[33,[]],[34,[]],[35,[]],[17,[]],[16,[]],[15,[]],[7,[]],[18,[]],[36,[]],[10,[]],[9,[]],[8,[]],[6,[]]]],[]]",1485,,
test_data/data_demand_random_50_batch_all1_equal_cluster/RC101_3.dat,8,90,"[[[[0,[10,1,9,2,3,7,8,6,5,4,11,12,14,13]],[17,[17,18]],[18,[]],[10,[]],[1,[]],[16,[16,15]],[9,[]],[2,[30,29,28,27]],[3,[]],[15,[]],[7,[]],[8,[21,22,20,19]],[6,[36,35,37,38,34,33,32,31]],[36,[]],[35,[]],[34,[]],[33,[]],[32,[]],[31,[]],[5,[]],[4,[]],[11,[]],[12,[]],[14,[]],[27,[]],[28,[]],[29,[]],[37,[]],[30,[]],[38,[]],[13,[]],[21,[43,44,42,39,40,41]],[44,[]],[43,[]],[42,[]],[41,[]],[40,[]],[39,[]],[22,[]],[20,[]],[19,[]]],[[0,[23,24,25,26,50,49,48,47,46,45]],[23,[]],[24,[]],[25,[]],[26,[]],[50,[]],[49,[]],[48,[]],[47,[]],[46,[]],[45,[]]]],[[[17,[17,18]]],[[16,[16,15]]],[[2,[30,29,28,27]]],[[8,[21,22,20,19]]],[[6,[36,35,37,38,34,33,32,31]]],[[21,[43,44,42,39,40,41]]]]]",1377,,
test_data/data_demand_random_50_batch_all1_equal_cluster/RC101_3.dat,8,120,"[[[[0,[14,2,3,4,6,17,16,7,15,8,9,10,18,5,1,12,11,13,22,20,21,19]],[14,[]],[2,[]],[3,[]],[4,[]],[6,[]],[17,[]],[16,[]],[7,[33,34,32,31]],[15,[]],[8,[27,29,28,30]],[9,[]],[36,[36,35]],[10,[]],[18,[]],[35,[]],[34,[]],[33,[]],[31,[]],[32,[]],[5,[]],[1,[]],[27,[37,38,42,39]],[28,[]],[29,[]],[37,[]],[30,[]],[12,[]],[11,[]],[13,[]],[38,[44,43,40,41]],[44,[]],[43,[]],[42,[]],[40,[]],[41,[]],[39,[]],[22,[]],[20,[]],[21,[]],[19,[]]],[[0,[23,24,25,26,50,49,48,47,46,45]],[23,[]],[24,[]],[25,[]],[26,[]],[50,[]],[49,[]],[48,[]],[47,[]],[46,[]],[45,[]]]],[[[7,[33,34,32,31]]],[[8,[27,29,28,30]]],[[36,[36,35]]],[[27,[37,38,42,39]]],[[38,[44,43,40,41]]]]]",1377,"[[[[0,[5,13,14,4,2,1,3]],[5,[]],[13,[]],[12,[12]],[11,[11]],[14,[]],[10,[10]],[4,[]],[2,[37,38,30,29,28,27]],[1,[]],[38,[]],[30,[]],[37,[]],[29,[]],[28,[]],[27,[]],[3,[]],[34,[50,49,48,47,34,33,32,31]],[33,[]],[32,[]],[31,[]],[50,[]],[49,[]],[48,[]],[47,[]]],[[0,[9,8,7,6,18,17,16,15,22,20]],[21,[21]],[19,[19]],[9,[26,25,24,23]],[35,[36,35]],[8,[]],[7,[]],[6,[]],[18,[]],[17,[]],[16,[]],[15,[]],[36,[41,42,40,39,46,45,44,43]],[25,[]],[24,[]],[23,[]],[26,[]],[46,[]],[45,[]],[41,[]],[44,[]],[43,[]],[42,[]],[40,[]],[39,[]],[22,[]],[20,[]]]],[[[12,[12]],[21,[21]]],[[11,[11]],[19,[19]]],[[9,[26,25,24,23]],[10,[10]]],[[2,[37,38,30,29,28,27]],[35,[36,35]]],[[34,[50,49,48,47,34,33,32,31]]],[[36,[41,42,40,39,46,45,44,43]]]]]",1515.357337308
test_data/data_demand_random_50_batch_all1_equal_random/C101_0.5.dat,4,60,"[[[[0,[23,25,28,5,29,15,36,39,27,17,20,6,30,19,16,4,31,22,26,13,32,33,38]],[23,[]],[25,[]],[28,[]],[5,[46,41,47]],[29,[]],[15,[]],[46,[]],[36,[]],[39,[]],[27,[]],[17,[]],[20,[]],[6,[]],[30,[]],[19,[]],[16,[]],[4,[]],[41,[]],[31,[]],[22,[]],[26,[]],[13,[]],[32,[]],[33,[]],[47,[]],[38,[]]],[[0,[14,3,10,24,35,34,45,8,11,21,43,7,44,9,42,18,40,1,2,37,12]],[14,[48,50,49]],[3,[]],[10,[]],[24,[]],[35,[]],[34,[]],[45,[]],[48,[]],[8,[]],[11,[]],[21,[]],[50,[]],[43,[]],[7,[]],[49,[]],[44,[]],[9,[]],[42,[]],[18,[]],[40,[]],[1,[]],[2,[]],[37,[]],[12,[]]]],[[[5,[46,47,41]]],[[14,[48,50,49]]]]]",401,"[[[[0,[12,38,1,22,31,41,4,16,19,30,6,20,36,15,29,28,23,39,27,17,5,25]],[12,[47,46]],[38,[]],[47,[]],[1,[]],[22,[]],[31,[]],[41,[]],[4,[]],[16,[]],[19,[]],[30,[]],[6,[]],[20,[]],[36,[]],[15,[]],[29,[]],[28,[]],[23,[]],[39,[]],[27,[]],[17,[]],[46,[]],[5,[]],[25,[]]],[[0,[3,10,24,35,34,45,48,8,11,21,50,43,7,49,44,9,42,18,40,2,33,13,26,32,37]],[14,[14]],[3,[]],[10,[]],[24,[]],[35,[]],[34,[]],[45,[]],[48,[]],[8,[]],[11,[]],[21,[]],[50,[]],[43,[]],[7,[]],[49,[]],[44,[]],[9,[]],[42,[]],[18,[]],[40,[]],[2,[]],[33,[]],[13,[]],[26,[]],[32,[]],[37,[]]]],[[[12,[47,46]],[14,[14]]]]]",433
