instance,drone_capacity,drone_limit_time,theta,run,best_fitness,best_sol,best_multi_visit_fitness,best_multi_visit_sol,best_sol_avg_customers_per_drone_trip,best_sol_avg_demand_per_drone_trip,best_sol_drone_trip_distances,best_sol_avg_distance_per_drone_trip,best_sol_truck_wait_by_point,best_sol_drone_wait_by_point,best_sol_avg_truck_wait_by_point,best_sol_avg_drone_wait_by_point,best_multi_visit_sol_avg_customers_per_drone_trip,best_multi_visit_sol_avg_demand_per_drone_trip,best_multi_visit_sol_drone_trip_distances,best_multi_visit_sol_avg_distance_per_drone_trip,best_multi_visit_sol_truck_wait_by_point,best_multi_visit_sol_drone_wait_by_point,best_multi_visit_sol_avg_truck_wait_by_point,best_multi_visit_sol_avg_drone_wait_by_point,status,runtime_sec,instance_group,instance_name
test_data/data_demand_random_50_batch_all1_equal_random/C201_2.dat,4,60,2,5,892.1327459504215,"[[[[0, [14, 1, 2, 9, 8, 16, 18]], [14, []], [16, []], [17, [17]], [1, []], [2, [24, 27, 10]], [10, []], [24, []], [27, []], [30, [30, 15]], [15, []], [42, [42, 38, 35, 26]], [38, []], [35, []], [18, []], [9, []], [47, [47, 40, 46, 44]], [40, [48, 39, 31]], [46, []], [8, []], [48, []], [44, []], [39, []], [31, []], [26, []]], [[0, [13, 4, 6, 12, 7, 3]], [4, []], [6, []], [12, []], [13, []], [11, [11, 5, 20]], [7, []], [21, [21, 29, 28, 23]], [29, []], [28, []], [5, [19, 34, 36, 22]], [34, []], [36, []], [41, [41, 32, 25, 33]], [45, [45, 49, 43, 37]], [33, []], [32, [50]], [20, []], [50, []], [25, []], [19, []], [49, []], [43, []], [37, []], [3, []], [23, []], [22, []]]], [[[17, [17]]], [[2, [24, 27, 10]]], [[11, [11, 5, 20]]], [[21, [21, 29, 28, 23]]], [[5, [19, 34, 36, 22]]], [[30, [30, 15]]], [[41, [41, 32, 25, 33]]], [[42, [42, 38, 35, 26]]], [[45, [45, 49, 43, 37]]], [[47, [47, 40, 46, 44]]], [[40, [48, 39, 31]]], [[32, [50]]]]]",,,3.083333,3.083333,"[38.626416, 46.647615, 30.0, 36.055513, 51.419841, 48.166378, 21.540659, 30.265492, 23.323808, 41.231056, 39.293765, 50.596443]",38.097249,"{17: 0.0, 2: 0.0, 11: 31.313208, 21: 0.0, 5: 17.396712, 30: 0.0, 41: 2.060409, 42: 5.132746, 45: 40.891574, 47: 0.0, 40: 0.0, 32: 0.0}","{17: 0.0, 2: 0.0, 11: 0.0, 21: 0.0, 5: 0.0, 30: 0.0, 41: 0.0, 42: 0.0, 45: 0.0, 47: 0.0, 40: 0.0, 32: 0.0}",8.066221,0.0,,,,,,,,,OK_BEST_ONLY_VALID,3188.737,random,C201_2.dat
test_data/data_demand_random_50_batch_all1_equal_random/C201_2.dat,4,90,2,1,862.6155281280883,"[[[[0, [2, 4, 1]], [1, []], [4, []], [9, [9, 15, 10, 8]], [15, []], [24, [24, 27]], [27, []], [33, [33, 31, 30, 35]], [31, []], [30, []], [42, [42, 38, 18]], [38, []], [35, []], [18, []], [47, [47, 44, 48, 46]], [40, [40, 39, 45]], [44, []], [39, []], [10, []], [48, []], [8, []], [46, []], [2, []], [45, []]], [[0, [5, 6, 3, 7]], [5, []], [3, []], [6, []], [12, [12, 13, 11, 16]], [13, []], [11, []], [23, [23, 14, 17, 20]], [7, []], [28, [28, 29, 21, 22]], [29, []], [21, []], [16, []], [14, []], [34, [34, 36, 25, 26]], [36, []], [17, []], [41, [41, 43, 32, 37]], [26, []], [32, []], [43, []], [37, []], [20, []], [50, [50, 19, 49]], [25, []], [19, []], [49, []], [22, []]]], [[[12, [12, 13, 11, 16]]], [[9, [9, 15, 10, 8]]], [[23, [23, 14, 17, 20]]], [[28, [28, 29, 21, 22]]], [[24, [24, 27]]], [[33, [33, 31, 30, 35]]], [[34, [34, 36, 25, 26]]], [[42, [42, 38, 18]]], [[41, [41, 43, 32, 37]]], [[47, [47, 44, 48, 46]]], [[40, [40, 39, 45]]], [[50, [50, 19, 49]]]]]",,,3.583333,3.583333,"[78.587531, 55.461698, 24.33105, 44.72136, 78.102497, 41.231056, 64.498062, 30.265492, 21.540659, 41.231056, 39.293765, 67.082039]",48.862189,"{12: 12.293765, 9: 2.730849, 23: 0.0, 28: 0.0, 24: 64.320399, 33: 5.56428, 34: 0.0, 42: 0.0, 41: 0.0, 47: 0.0, 40: 0.0, 50: 10.478311}","{12: 0.0, 9: 0.0, 23: 0.0, 28: 0.0, 24: 0.0, 33: 0.0, 34: 0.0, 42: 0.0, 41: 0.0, 47: 0.0, 40: 0.0, 50: 0.0}",7.948967,0.0,,,,,,,,,OK_BEST_ONLY_VALID,5242.509,random,C201_2.dat
test_data/data_demand_random_50_batch_all1_equal_random/C201_2.dat,4,90,2,2,876.298221281347,"[[[[0, [4, 2]], [9, [9, 10, 16, 14]], [10, []], [2, []], [28, [28, 19, 25, 13]], [16, []], [14, []], [34, [34, 36, 30, 15]], [36, []], [41, [41, 31, 40, 43]], [19, []], [25, []], [50, [50, 49, 37]], [37, []], [43, []], [49, []], [13, []], [4, []], [31, []], [30, []], [40, []], [15, []], [45, [45]]], [[0, [7, 5, 1, 3, 6]], [3, []], [1, []], [7, []], [5, []], [11, [11, 8, 12]], [6, []], [12, []], [20, [20, 21, 17, 18]], [21, []], [17, []], [29, [29, 26, 27, 23]], [32, [32, 35, 24, 33]], [26, []], [33, []], [42, [42, 38, 39, 22]], [38, []], [35, []], [18, []], [47, [47, 46, 48, 44]], [46, []], [8, []], [48, []], [24, []], [27, []], [39, []], [44, []], [23, []], [22, []]]], [[[9, [9, 10, 16, 14]]], [[11, [11, 8, 12]]], [[20, [20, 21, 17, 18]]], [[29, [29, 26, 27, 23]]], [[28, [28, 19, 25, 13]]], [[32, [32, 35, 24, 33]]], [[34, [34, 36, 30, 15]]], [[41, [41, 31, 40, 43]]], [[42, [42, 38, 39, 22]]], [[47, [47, 46, 48, 44]]], [[50, [50, 49, 37]]], [[45, [45]]]]]",,,3.583333,3.583333,"[55.461698, 30.0, 63.245553, 33.105891, 44.72136, 50.596443, 64.498062, 21.540659, 30.265492, 41.231056, 67.082039, 23.323808]",43.756005,"{9: 130.730849, 11: 0.0, 20: 0.0, 29: 0.0, 28: 0.0, 32: 42.298221, 34: 0.0, 41: 0.0, 42: 0.0, 47: 0.0, 50: 1.81017, 45: 0.0}","{9: 0.0, 11: 0.0, 20: 0.0, 29: 0.0, 28: 0.0, 32: 0.0, 34: 0.0, 41: 0.0, 42: 0.0, 47: 0.0, 50: 0.0, 45: 0.0}",14.569937,0.0,,,,,,,,,OK_BEST_ONLY_VALID,4838.49,random,C201_2.dat
test_data/data_demand_random_50_batch_all1_equal_random/C201_2.dat,4,90,2,4,861.6155281280883,"[[[[0, [4, 1, 3, 7]], [1, []], [4, []], [3, []], [7, []], [16, [16, 14]], [14, []], [22, [22, 18, 11]], [11, []], [26, [26, 27, 24]], [27, []], [24, []], [30, [30, 15]], [15, []], [42, [42, 35, 40, 38]], [38, []], [35, []], [18, []], [47, [47, 46, 48, 45]], [40, []], [46, []], [48, []], [44, [44, 39]], [39, []], [45, []]], [[0, [2, 5, 6]], [2, []], [9, [9]], [10, [10, 8, 12]], [8, []], [12, [17, 19, 20, 21]], [19, []], [20, []], [28, [28, 29, 23]], [21, []], [29, []], [17, []], [5, []], [34, [34, 36, 32, 31]], [36, []], [41, [41, 25, 37, 13]], [32, []], [6, []], [25, []], [50, [50, 43, 49, 33]], [37, []], [43, []], [49, []], [13, []], [31, []], [33, []], [23, []]]], [[[9, [9]]], [[10, [10, 8, 12]]], [[16, [16, 14]]], [[12, [17, 19, 20, 21]]], [[22, [22, 18, 11]]], [[26, [26, 27, 24]]], [[28, [28, 29, 23]]], [[30, [30, 15]]], [[34, [34, 36, 32, 31]]], [[42, [42, 35, 40, 38]]], [[41, [41, 25, 37, 13]]], [[50, [50, 43, 49, 33]]], [[47, [47, 46, 48, 45]]], [[44, [44, 39]]]]]",,,3.071429,3.071429,"[55.461698, 72.111026, 62.096699, 78.587531, 20.0, 40.0, 44.72136, 48.166378, 64.498062, 30.265492, 21.540659, 67.082039, 41.231056, 61.611687]",50.526692,"{9: 0.0, 10: 0.0, 16: 0.0, 12: 0.0, 22: 0.0, 26: 10.0, 28: 0.0, 30: 0.0, 34: 0.0, 42: 0.0, 41: 0.0, 50: 6.54102, 47: 0.615528, 44: 0.0}","{9: 0.0, 10: 0.0, 16: 0.0, 12: 0.0, 22: 0.0, 26: 0.0, 28: 0.0, 30: 0.0, 34: 0.0, 42: 0.0, 41: 0.0, 50: 0.0, 47: 0.0, 44: 0.0}",1.225468,0.0,,,,,,,,,OK_BEST_ONLY_VALID,4350.067,random,C201_2.dat
test_data/data_demand_random_50_batch_all1_equal_random/C201_2.dat,4,90,2,5,856.6155281280883,"[[[[0, [4, 2]], [15, [15, 13, 18, 9]], [9, []], [10, [10, 8]], [4, []], [13, []], [31, [31, 30, 27, 24]], [30, []], [42, [42, 38, 35, 40]], [38, [39]], [35, []], [18, []], [47, [47, 44, 48, 46]], [44, []], [39, []], [27, []], [24, []], [48, []], [8, []], [46, []], [2, []], [40, []]], [[0, [5, 3, 7, 1, 6]], [3, []], [6, []], [7, []], [17, [17, 14, 11, 16]], [5, []], [16, []], [14, []], [23, [23, 22, 21, 12]], [1, [29, 28, 19, 26]], [22, []], [11, []], [21, []], [29, []], [34, [34, 25, 20, 32]], [41, [41, 36, 43, 37]], [36, []], [28, []], [25, []], [50, [50, 49, 45, 33]], [20, []], [12, []], [19, []], [49, []], [43, []], [37, []], [32, []], [26, []], [33, []], [45, []]]], [[[15, [15, 13, 18, 9]]], [[17, [17, 14, 11, 16]]], [[10, [10, 8]]], [[23, [23, 22, 21, 12]]], [[1, [29, 28, 19, 26]]], [[31, [31, 30, 27, 24]]], [[34, [34, 25, 20, 32]]], [[42, [42, 38, 35, 40]]], [[41, [41, 36, 43, 37]]], [[38, [39]]], [[47, [47, 44, 48, 46]]], [[50, [50, 49, 45, 33]]]]]",,,3.583333,3.583333,"[33.526109, 38.626416, 72.111026, 24.33105, 23.323808, 61.05735, 64.498062, 30.265492, 21.540659, 51.224994, 41.231056, 67.082039]",44.068172,"{15: 151.763055, 17: 38.313208, 10: 0.0, 23: 0.0, 1: 0.0, 31: 20.76562, 34: 0.0, 42: 9.604071, 41: 0.0, 38: 0.0, 47: 0.482782, 50: 1.227812}","{15: 0.0, 17: 0.0, 10: 0.0, 23: 0.0, 1: 0.0, 31: 0.0, 34: 0.0, 42: 0.0, 41: 0.0, 38: 0.0, 47: 0.0, 50: 0.0}",18.513046,0.0,,,,,,,,,OK_BEST_ONLY_VALID,4941.409,random,C201_2.dat
test_data/data_demand_random_50_batch_all1_equal_random/C201_2.dat,4,120,2,4,853.6155281280883,"[[[[0, [4, 5]], [4, []], [9, [9, 17, 16, 14]], [14, []], [29, [29, 28, 21, 20]], [17, []], [16, []], [5, []], [28, []], [34, [34, 36, 25, 37]], [36, []], [41, [41, 32, 19, 26]], [21, []], [32, []], [20, []], [50, [50, 49, 43, 33]], [25, []], [19, []], [49, []], [43, []], [37, []], [33, []], [26, []], [11, [11]]], [[0, [1, 6, 2, 7, 3]], [1, []], [13, [13, 12, 8, 10]], [12, []], [6, []], [7, []], [3, []], [23, [23, 22, 18]], [22, []], [2, []], [27, [27, 24]], [24, []], [31, [31, 15, 30]], [15, []], [42, [42, 38, 35, 39]], [38, []], [35, []], [18, []], [47, [47, 46, 40, 45]], [40, []], [46, [48, 44]], [8, []], [48, []], [10, []], [39, []], [44, []], [30, []], [45, []]]], [[[9, [9, 17, 16, 14]]], [[13, [13, 12, 8, 10]]], [[23, [23, 22, 18]]], [[29, [29, 28, 21, 20]]], [[27, [27, 24]]], [[31, [31, 15, 30]]], [[34, [34, 36, 25, 37]]], [[42, [42, 38, 35, 39]]], [[41, [41, 32, 19, 26]]], [[50, [50, 49, 43, 33]]], [[47, [47, 46, 40, 45]]], [[46, [48, 44]]], [[11, [11]]]]]",935.3664913742768,"[[[[0, [2, 1]], [1, []], [9, [9, 8, 11, 12]], [10, [10]], [8, []], [2, []], [12, [16, 17, 22]], [19, [19, 21, 20]], [21, []], [29, [29, 34, 28, 36]], [34, []], [16, []], [28, []], [17, []], [36, []], [41, [41, 26, 37, 33]], [11, []], [26, []], [37, []], [43, [43, 49, 25, 32]], [49, []], [25, []], [50, [50, 45]], [20, []], [32, []], [33, []], [22, []], [45, []]], [[0, [6, 5, 7, 4, 3]], [6, []], [14, [14, 18, 13, 15]], [5, []], [7, []], [23, [23]], [3, []], [4, []], [13, []], [31, [31, 24, 27, 30]], [42, [42, 38, 40]], [38, []], [35, [35, 39]], [18, []], [47, [47, 44, 48, 46]], [40, []], [44, []], [39, []], [48, []], [46, []], [24, []], [27, []], [30, []], [15, []]]], [[[9, [9, 8, 11, 12]]], [[10, [10]]], [[14, [14, 18, 13, 15]]], [[12, [16, 17, 22]], [23, [23]]], [[19, [19, 21, 20]]], [[29, [29, 34, 28, 36]]], [[31, [31, 24, 27, 30]]], [[41, [41, 26, 37, 33]]], [[42, [42, 38, 40]]], [[35, [35, 39]]], [[47, [47, 44, 48, 46]]], [[43, [43, 49, 25, 32]]], [[50, [50, 45]]]]]",3.307692,3.307692,"[55.461698, 72.691127, 24.33105, 33.105891, 70.710678, 61.05735, 64.498062, 30.265492, 21.540659, 67.082039, 41.231056, 76.157731, 30.0]",49.856372,"{9: 2.730849, 13: 39.345564, 23: 0.0, 29: 0.0, 27: 13.009775, 31: 39.173336, 34: 0.0, 42: 9.604071, 41: 0.0, 50: 13.81017, 47: 5.482782, 46: 0.0, 11: 0.0}","{9: 0.0, 13: 0.0, 23: 0.0, 29: 0.0, 27: 0.0, 31: 0.0, 34: 0.0, 42: 0.0, 41: 0.0, 50: 0.0, 47: 0.0, 46: 0.0, 11: 0.0}",9.473581,0.0,3.307692,3.307692,"[55.461698, 72.111026, 62.096699, 80.094933, 82.462113, 33.105891, 61.05735, 21.540659, 30.265492, 58.137767, 41.231056, 70.710678, 67.082039]",56.565954,"{9: 2.730849, 10: 0.0, 14: 4.048349, 12: 0.0, 23: 77.318142, 19: 0.0, 29: 1.822096, 31: 0.0, 41: 0.0, 42: 0.0, 35: 0.0, 47: 0.0, 43: 46.237769, 50: 0.0}","{9: 0.0, 10: 0.0, 14: 0.0, 12: 0.0, 23: 0.0, 19: 0.0, 29: 0.0, 31: 0.0, 41: 0.0, 42: 0.0, 35: 0.0, 47: 0.0, 43: 0.0, 50: 0.0}",9.4398,0.0,OK_BOTH_VALID,5230.959,random,C201_2.dat
test_data/data_demand_random_50_batch_all1_equal_random/C201_2.dat,4,120,2,5,860.6155281280883,"[[[[0, [6, 4, 5]], [9, [9, 13, 12]], [13, []], [4, []], [19, [19, 25, 28, 20]], [12, []], [25, []], [28, []], [5, []], [34, [34, 36, 37, 30]], [36, []], [41, [41, 32, 43, 31]], [32, []], [20, []], [50, [50, 49, 45]], [6, []], [37, []], [49, []], [43, []], [31, []], [30, []], [45, []]], [[0, [7, 1, 3, 2]], [2, []], [1, []], [11, [11, 8]], [17, [17, 14, 16, 15]], [14, [22, 18, 21, 23]], [16, []], [7, []], [21, []], [29, [29, 26, 27, 24]], [22, []], [23, []], [3, []], [26, []], [33, [33, 10]], [15, []], [42, [42]], [38, [38, 35, 39, 40]], [35, []], [18, []], [47, [47, 48, 44, 46]], [40, []], [44, []], [39, []], [27, []], [24, []], [10, []], [48, []], [8, []], [46, []]]], [[[11, [11, 8]]], [[9, [9, 13, 12]]], [[17, [17, 14, 16, 15]]], [[14, [22, 18, 21, 23]]], [[19, [19, 25, 28, 20]]], [[29, [29, 26, 27, 24]]], [[33, [33, 10]]], [[34, [34, 36, 37, 30]]], [[42, [42]]], [[38, [38, 35, 39, 40]]], [[41, [41, 32, 43, 31]]], [[47, [47, 48, 44, 46]]], [[50, [50, 49, 45]]]]]",,,3.307692,3.307692,"[30.0, 55.461698, 38.626416, 62.096699, 82.462113, 33.105891, 41.231056, 64.498062, 30.265492, 51.224994, 21.540659, 41.231056, 67.082039]",47.602013,"{11: 0.0, 9: 42.730849, 17: 21.313208, 14: 41.735141, 19: 56.500207, 29: 0.0, 33: 0.0, 34: 0.0, 42: 5.084397, 38: 0.0, 41: 7.804765, 47: 0.482782, 50: 1.505198}","{11: 0.0, 9: 0.0, 17: 0.0, 14: 0.0, 19: 0.0, 29: 0.0, 33: 0.0, 34: 0.0, 42: 0.0, 38: 0.0, 41: 0.0, 47: 0.0, 50: 0.0}",13.627427,0.0,,,,,,,,,OK_BEST_ONLY_VALID,6114.019,random,C201_2.dat
test_data/data_demand_random_50_batch_all1_equal_random/C201_2.dat,8,60,2,1,869.6155281280883,"[[[[0, [9, 4, 3]], [9, []], [4, []], [3, []], [23, [23, 13, 15, 18, 10, 8]], [13, []], [33, [33, 31, 30, 35, 27, 24]], [31, []], [30, []], [15, []], [42, [42, 38]], [38, []], [35, []], [18, []], [47, [47, 40, 44, 39, 48, 46, 45]], [40, []], [44, []], [39, []], [27, []], [24, []], [10, []], [48, []], [8, []], [46, []], [45, []]], [[0, [5, 2, 7, 1, 6]], [5, []], [1, []], [2, []], [11, [11, 14, 16, 17, 12]], [7, []], [14, []], [16, []], [17, []], [28, [28, 29, 21, 20, 25, 19, 26, 22]], [12, []], [6, []], [41, [41, 34, 36, 32, 37, 43]], [34, []], [36, []], [29, []], [21, []], [32, [50, 49]], [20, []], [37, []], [50, []], [25, []], [19, []], [49, []], [43, []], [26, []], [22, []]]], [[[11, [11, 14, 16, 17, 12]]], [[23, [23, 13, 15, 18, 10, 8]]], [[28, [28, 29, 21, 20, 25, 19, 26, 22]]], [[33, [33, 31, 30, 35, 27, 24]]], [[41, [41, 34, 36, 32, 37, 43]]], [[42, [42, 38]]], [[47, [47, 40, 44, 39, 48, 46, 45]]], [[32, [50, 49]]]]]",869.6155281280883,"[[[[0, [4, 12, 6, 13, 7]], [12, []], [13, []], [4, []], [6, []], [17, [17, 21, 22, 23, 11]], [21, []], [29, [29]], [23, []], [11, []], [32, [32, 20, 14, 16, 37]], [20, []], [41, [41, 36, 34, 25, 19]], [36, []], [34, []], [14, []], [16, []], [7, [50, 49, 43]], [50, []], [25, []], [19, []], [49, []], [43, []], [37, []], [22, []]], [[0, [1, 9, 3, 5]], [9, []], [3, [2]], [1, []], [5, []], [28, [28, 26, 15, 18, 10, 8]], [26, []], [33, [33, 31, 30, 27, 24]], [31, []], [30, []], [15, []], [42, [42, 35, 40, 38]], [38, []], [35, []], [18, []], [47, [47, 44, 39, 48, 46, 45]], [2, []], [44, []], [39, []], [27, []], [24, []], [10, []], [48, []], [8, []], [46, []], [40, []], [45, []]]], [[[17, [17, 21, 22, 23, 11]]], [[3, [2]]], [[29, [29]], [28, [28, 26, 15, 18, 10, 8]]], [[33, [33, 31, 30, 27, 24]]], [[32, [32, 20, 14, 16, 37]]], [[42, [42, 35, 40, 38]]], [[41, [41, 36, 34, 25, 19]]], [[7, [50, 49, 43]]], [[47, [47, 44, 39, 48, 46, 45]]]]]",5.25,5.25,"[30.0, 24.33105, 44.72136, 41.231056, 21.540659, 30.265492, 41.231056, 50.596443]",35.489639,"{11: 0.0, 23: 0.0, 28: 0.0, 33: 36.615528, 41: 4.77033, 42: 0.0, 47: 0.0, 32: 0.0}","{11: 0.0, 23: 0.0, 28: 0.0, 33: 0.0, 41: 0.0, 42: 0.0, 47: 0.0, 32: 0.0}",5.173232,0.0,4.555556,4.555556,"[38.626416, 34.234486, 44.744577, 41.231056, 50.596443, 30.265492, 21.540659, 45.607017, 41.231056]",38.675245,"{17: 0.0, 3: 0.0, 29: 0.0, 28: 2.830952, 33: 4.784576, 32: 2.298221, 42: 0.0, 41: 0.472108, 7: 0.0, 47: 0.0}","{17: 0.0, 3: 0.0, 29: 0.0, 28: 0.0, 33: 0.0, 32: 0.0, 42: 0.0, 41: 0.0, 7: 0.0, 47: 0.0}",1.038586,0.0,OK_BOTH_VALID,2952.655,random,C201_2.dat
test_data/data_demand_random_50_batch_all1_equal_random/C201_2.dat,8,60,2,2,860.6155281280883,"[[[[0, [4]], [4, []], [15, [15, 18, 8, 10, 11, 13, 6]], [13, []], [6, []], [11, []], [23, [23]], [30, [30, 31, 35, 24, 27]], [31, []], [42, [42, 2, 38]], [38, []], [35, []], [18, []], [47, [47, 40, 46, 48, 39, 45, 44]], [40, []], [2, []], [46, []], [8, []], [48, []], [10, []], [24, []], [27, []], [39, []], [44, []], [45, []]], [[0, [5, 1, 3, 9, 7]], [9, []], [3, []], [1, []], [22, [22, 14, 20, 12, 16, 17]], [7, []], [28, [28, 29, 21]], [17, []], [14, []], [16, []], [29, []], [21, []], [36, [36, 34, 32, 25, 19, 26]], [34, []], [5, []], [41, [41, 37, 33]], [32, [50, 49, 43]], [20, []], [50, []], [25, []], [12, []], [19, []], [49, []], [43, []], [37, []], [26, []], [33, []]]], [[[22, [22, 14, 20, 12, 16, 17]]], [[15, [15, 18, 8, 10, 11, 13, 6]]], [[28, [28, 29, 21]]], [[23, [23]]], [[36, [36, 34, 32, 25, 19, 26]]], [[30, [30, 31, 35, 24, 27]]], [[42, [42, 2, 38]]], [[41, [41, 37, 33]]], [[47, [47, 40, 46, 48, 39, 45, 44]]], [[32, [50, 49, 43]]]]]",,,4.4,4.4,"[20.0, 33.526109, 44.72136, 24.33105, 37.363083, 48.166378, 30.265492, 21.540659, 41.231056, 50.596443]",35.174163,"{22: 0.0, 15: 43.763055, 28: 15.36068, 23: 0.0, 36: 0.0, 30: 38.320135, 42: 0.049557, 41: 0.0, 47: 5.482782, 32: 0.0}","{22: 0.0, 15: 0.0, 28: 0.0, 23: 0.0, 36: 0.0, 30: 0.0, 42: 0.0, 41: 0.0, 47: 0.0, 32: 0.0}",10.297621,0.0,,,,,,,,,OK_BEST_ONLY_VALID,3988.988,random,C201_2.dat
test_data/data_demand_random_50_batch_all1_equal_random/C201_2.dat,8,60,2,3,862.7099202643649,"[[[[0, [14, 7, 16, 5]], [16, []], [14, []], [7, []], [28, [28, 17, 21, 19, 12]], [17, []], [21, []], [5, [34, 36, 29, 22, 26, 20]], [34, []], [36, []], [29, []], [22, []], [26, []], [33, [33, 31, 43, 25, 32, 37]], [31, []], [32, [49, 50, 41]], [37, []], [43, []], [49, []], [19, []], [12, []], [25, []], [50, []], [20, []], [41, []]], [[0, [1, 2, 4, 3, 6]], [4, []], [3, []], [11, [11, 13, 9, 8, 10]], [6, []], [13, []], [23, [23, 15, 18]], [9, []], [15, []], [1, []], [2, []], [42, [42, 38, 35, 24, 27, 30]], [38, []], [35, []], [18, []], [47, [47, 46, 48, 44, 40, 39, 45]], [40, []], [46, []], [8, []], [48, []], [10, []], [24, []], [27, []], [39, []], [44, []], [30, []], [45, []]]], [[[11, [11, 13, 9, 8, 10]]], [[23, [23, 15, 18]]], [[28, [28, 17, 21, 19, 12]]], [[5, [34, 36, 29, 22, 26, 20]]], [[33, [33, 31, 43, 25, 32, 37]]], [[42, [42, 38, 35, 24, 27, 30]]], [[47, [47, 46, 48, 44, 40, 39, 45]]], [[32, [49, 50, 41]]]]]",,,5.125,5.125,"[30.0, 24.33105, 44.72136, 51.419841, 41.231056, 30.265492, 41.231056, 50.596443]",39.224537,"{11: 0.0, 23: 0.0, 28: 12.36068, 5: 37.34924, 33: 0.0, 42: 0.0, 47: 4.615528, 32: 0.0}","{11: 0.0, 23: 0.0, 28: 0.0, 5: 0.0, 33: 0.0, 42: 0.0, 47: 0.0, 32: 0.0}",6.790681,0.0,,,,,,,,,OK_BEST_ONLY_VALID,3565.899,random,C201_2.dat
test_data/data_demand_random_50_batch_all1_equal_random/C201_2.dat,8,60,2,4,856.6155281280883,"[[[[0, [5, 4, 7, 3]], [3, []], [4, []], [23, [23, 22, 14, 17, 21, 16, 20, 12]], [22, []], [14, []], [7, []], [28, [19, 34, 36, 28, 29, 25, 26]], [17, []], [21, []], [29, []], [5, []], [16, []], [34, []], [36, [41, 32, 43, 37, 33]], [41, []], [32, [50, 49, 45]], [20, []], [50, []], [25, []], [12, []], [19, []], [49, []], [43, []], [37, []], [26, []], [33, []], [45, []]], [[0, [13, 9, 2, 1, 6]], [11, [11]], [6, []], [13, []], [9, []], [1, []], [30, [30, 31, 15, 18, 8, 10]], [31, []], [15, []], [42, [42, 38, 35, 24, 27]], [38, []], [35, []], [18, []], [47, [47, 46, 48, 39, 44, 40]], [2, []], [46, []], [8, []], [48, []], [10, []], [24, []], [27, []], [39, []], [44, []], [40, []]]], [[[11, [11]]], [[23, [23, 22, 14, 17, 21, 16, 20, 12]]], [[28, [19, 34, 36, 28, 29, 25, 26]]], [[30, [30, 31, 15, 18, 8, 10]]], [[42, [42, 38, 35, 24, 27]]], [[36, [41, 32, 43, 37, 33]]], [[47, [47, 46, 48, 39, 44, 40]]], [[32, [50, 49, 45]]]]]",,,5.125,5.125,"[30.0, 24.33105, 44.72136, 48.166378, 30.265492, 37.363083, 41.231056, 50.596443]",38.334358,"{11: 0.0, 23: 130.165525, 28: 0.0, 30: 0.0, 42: 0.0, 36: 0.0, 47: 3.615528, 32: 1.132696}","{11: 0.0, 23: 0.0, 28: 0.0, 30: 0.0, 42: 0.0, 36: 0.0, 47: 0.0, 32: 0.0}",16.864219,0.0,,,,,,,,,OK_BEST_ONLY_VALID,4037.574,random,C201_2.dat
