job_id,instance,A,L,run_index,best_fitness,best_solution,best_multi_fitness,best_multi_solution,best_drone_avg_trip_time,best_multi_visit_trip_count,best_drone_trip_count,best_avg_customers_per_trip,best_multi_drone_avg_trip_time,best_multi_multi_visit_trip_count,best_multi_drone_trip_count,best_multi_avg_customers_per_trip,best_solution_file,best_multi_solution_file,log,best_avg_truck_wait_per_trip,best_avg_drone_wait_per_trip,best_multi_avg_truck_wait_per_trip,best_multi_avg_drone_wait_per_trip
119,test_data/data_demand_random_50_batch_all1_equal_random/C201_2.dat,8,90,1,848.6155281,"[[[[0, [6, 5, 1, 2]], [6, []], [10, [10]], [9, [9, 17, 16, 14, 12]], [2, []], [1, []], [22, [22, 28, 29, 21, 20, 25, 19, 26]], [28, []], [17, []], [16, []], [5, []], [14, []], [34, [34]], [41, [41, 36, 32, 43, 37, 33]], [36, []], [29, []], [21, []], [32, []], [20, []], [50, [50, 49]], [25, []], [12, []], [19, []], [49, []], [43, []], [37, []], [33, []], [26, []]], [[0, [7, 3, 4]], [7, []], [4, []], [13, [13]], [3, [18, 8, 23, 11, 15]], [11, []], [23, []], [24, [24, 27]], [27, []], [31, [31, 30]], [15, []], [42, [42, 38, 35, 40, 39]], [38, []], [35, []], [18, []], [47, [47, 46, 48, 44, 45]], [40, []], [46, []], [8, []], [48, []], [39, []], [44, []], [30, []], [45, []]]], [[[10, [10]]], [[13, [13]]], [[3, [18, 8, 23, 11, 15]]], [[9, [9, 17, 16, 14, 12]]], [[22, [22, 28, 29, 21, 20, 25, 19, 26]]], [[24, [24, 27]]], [[31, [31, 30]]], [[34, [34]]], [[42, [42, 38, 35, 40, 39]]], [[41, [41, 36, 32, 43, 37, 33]]], [[47, [47, 46, 48, 44, 45]]], [[50, [50, 49]]]]]",900.0788655,"[[[[0, [2, 3, 1]], [3, []], [1, []], [9, [9, 11, 10, 8, 16, 18, 15]], [11, []], [21, [21, 20]], [16, []], [20, []], [32, [32]], [26, [26, 27, 24, 30, 31]], [30, []], [31, [39, 35, 38, 42]], [39, []], [27, []], [24, []], [10, []], [46, [46, 48, 44, 47, 45]], [48, []], [8, []], [44, []], [2, []], [47, []], [18, []], [35, []], [38, []], [42, []], [15, []], [45, []]], [[0, [7, 4, 5, 6]], [4, []], [7, []], [22, [22, 13, 14, 17, 12]], [23, [23, 19]], [13, []], [6, []], [12, []], [28, [28, 29, 25]], [5, []], [14, []], [34, [34, 36, 41, 43, 37, 33, 40]], [36, []], [17, []], [29, []], [41, []], [50, [50, 49]], [25, []], [19, []], [49, []], [43, []], [37, []], [33, []], [40, []]]], [[[22, [22, 13, 14, 17, 12]]], [[9, [9, 11, 10, 8, 16, 18, 15]]], [[23, [23, 19]], [21, [21, 20]]], [[28, [28, 29, 25]]], [[32, [32]]], [[26, [26, 27, 24, 30, 31]]], [[34, [34, 36, 41, 43, 37, 33, 40]]], [[31, [39, 35, 38, 42]]], [[50, [50, 49]]], [[46, [46, 48, 44, 47, 45]]]]]",51.52295771,0,12,3.583333333,56.94988138,1,10,4.3,,,,9.884627344,0,11.532789652,4.261360648
120,test_data/data_demand_random_50_batch_all1_equal_random/C201_2.dat,8,120,4,848.6155281,"[[[[0, [6, 3, 4]], [4, []], [12, [12, 13, 14, 16, 17]], [13, []], [20, [20, 19]], [19, []], [28, [28, 21, 29, 25, 26, 22]], [21, []], [29, []], [16, []], [14, []], [34, [34, 36, 37, 32, 33]], [17, []], [36, []], [41, [41]], [50, [50, 49, 43]], [25, []], [49, []], [43, []], [37, []], [6, []], [32, []], [26, []], [33, []], [3, []], [22, []]], [[0, [2, 5, 1, 7]], [5, []], [7, []], [9, [9, 11, 10]], [1, []], [23, [23]], [11, [24, 27, 15, 18, 8]], [10, []], [24, []], [27, []], [31, [31, 30]], [30, []], [15, []], [42, [42, 38, 35, 40, 39]], [38, []], [35, []], [18, []], [47, [47, 46, 48, 44, 45]], [40, []], [46, []], [8, []], [48, []], [39, []], [44, []], [2, []], [45, []]]], [[[9, [9, 11, 10]]], [[12, [12, 13, 14, 16, 17]]], [[23, [23]]], [[20, [20, 19]]], [[11, [24, 27, 15, 18, 8]]], [[28, [28, 21, 29, 25, 26, 22]]], [[31, [31, 30]]], [[34, [34, 36, 37, 32, 33]]], [[42, [42, 38, 35, 40, 39]]], [[41, [41]]], [[47, [47, 46, 48, 44, 45]]], [[50, [50, 49, 43]]]]]",892.3112887,"[[[[0, [6]], [6, []], [13, [13]], [9, [9, 15, 12, 17]], [15, []], [24, [24, 26, 23, 20, 25, 19, 22]], [26, []], [33, [33]], [23, []], [41, [41, 34, 36, 43, 37, 32]], [34, []], [36, []], [17, []], [20, []], [50, [50, 49, 45]], [25, []], [12, []], [19, []], [49, []], [43, []], [37, []], [32, []], [22, []], [45, []]], [[0, [2, 4, 7, 5, 1]], [3, [3, 10, 11, 8]], [2, []], [10, []], [4, [16, 14, 18]], [11, []], [7, []], [28, [28, 29, 21, 27]], [16, []], [14, []], [5, []], [29, []], [21, []], [1, []], [30, [30, 31, 40, 38, 35, 42, 39]], [31, []], [27, []], [39, []], [48, [48, 46, 44, 47]], [8, []], [46, []], [44, []], [40, []], [38, []], [35, []], [18, []], [47, []], [42, []]]], [[[3, [3, 10, 11, 8]], [13, [13]]], [[9, [9, 15, 12, 17]]], [[4, [16, 14, 18]]], [[28, [28, 29, 21, 27]]], [[24, [24, 26, 23, 20, 25, 19, 22]]], [[33, [33]]], [[30, [30, 31, 40, 38, 35, 42, 39]]], [[41, [41, 34, 36, 43, 37, 32]]], [[50, [50, 49, 45]]], [[48, [48, 46, 44, 47]]]]]",48.50182091,0,12,3.583333333,57.79784859,1,10,4.4,,,,9.513045649,0,9.566391557,0
121,test_data/data_demand_random_50_batch_all1_equal_random/C201_3.dat,4,60,5,1228.70992,"[[[[0, [3, 6]], [14, [14, 17, 19, 8]], [17, [18, 15, 13, 12]], [19, []], [8, []], [18, []], [15, []], [3, []], [13, [27, 7]], [20, [20, 32, 9, 16]], [12, []], [32, []], [9, []], [30, [30, 38, 33, 28]], [38, []], [33, []], [28, []], [41, [41, 36, 31]], [16, []], [36, []], [7, [44, 48, 49, 43]], [44, []], [6, []], [31, []], [48, []], [27, []], [49, []], [43, []]], [[0, [10, 2, 5, 1, 4]], [10, []], [2, []], [23, [23, 21, 11]], [21, []], [4, []], [24, [24]], [5, []], [35, [35, 37, 22, 26]], [37, []], [22, []], [26, [34, 25, 29]], [34, []], [1, []], [25, []], [47, [47, 46, 39, 50]], [29, []], [46, []], [39, [42, 45, 40]], [11, []], [50, []], [42, []], [45, []], [40, []]]], [[[14, [14, 17, 19, 8]]], [[17, [18, 15, 13, 12]]], [[23, [23, 21, 11]]], [[24, [24]]], [[13, [27, 7]]], [[20, [20, 32, 9, 16]]], [[35, [35, 37, 22, 26]]], [[30, [30, 38, 33, 28]]], [[26, [34, 25, 29]]], [[41, [41, 36, 31]]], [[7, [44, 48, 49, 43]]], [[47, [47, 46, 39, 50]]], [[39, [42, 45, 40]]]]]",,,40.12715979,0,13,3.307692308,,,,,,(not found),,25.509012951,0,,
122,test_data/data_demand_random_50_batch_all1_equal_random/C201_3.dat,4,90,5,1203.051248,"[[[[0, [14, 10, 12, 9, 11, 13]], [14, []], [10, []], [12, []], [9, []], [11, []], [22, [22, 15, 23, 24]], [15, []], [33, [33, 31]], [23, [29]], [31, [36, 16, 26]], [36, []], [24, []], [16, []], [13, []], [26, []], [35, [35, 40]], [40, []], [47, [47, 46, 44]], [29, []], [46, []], [44, []]], [[0, [5, 4, 2, 3]], [5, [6, 1]], [4, [7]], [2, []], [3, []], [7, []], [6, []], [8, [8, 17, 19, 18]], [17, []], [20, [20, 21]], [21, [27, 28]], [27, []], [28, []], [19, []], [18, []], [38, [38, 30, 34, 25]], [30, []], [34, []], [39, [39, 37, 32]], [1, []], [25, []], [37, []], [32, []], [50, [50, 42, 43, 49]], [42, []], [43, []], [49, []], [48, [48, 41, 45]], [41, []], [45, []]]], [[[5, [6, 1]]], [[4, [7]]], [[22, [22, 15, 23, 24]]], [[8, [8, 17, 19, 18]]], [[20, [20, 21]]], [[21, [27, 28]]], [[33, [33, 31]]], [[23, [29]]], [[31, [36, 16, 26]]], [[38, [38, 30, 34, 25]]], [[39, [39, 37, 32]]], [[35, [35, 40]]], [[47, [47, 46, 44]]], [[50, [50, 42, 43, 49]]], [[48, [48, 41, 45]]]]]",,,52.58912202,0,15,2.666666667,,,,,,(not found),,15.738600317,0,,
123,test_data/data_demand_random_50_batch_all1_equal_random/C201_3.dat,4,120,2,1190.612497,"[[[[0, [2, 6, 4, 3]], [13, [13, 14, 8, 7]], [14, []], [8, []], [2, []], [6, []], [7, []], [4, []], [24, [24, 18, 21]], [21, []], [3, []], [18, []], [28, [28, 33, 31, 23]], [33, []], [16, [16, 26, 27]], [31, []], [23, []], [26, []], [38, [38, 41, 36, 42]], [42, []], [41, []], [43, [43, 49, 48, 44]], [49, []], [27, []], [48, []], [36, []], [44, []]], [[0, [5]], [1, [1, 9]], [12, [12, 17, 11, 10]], [19, [19, 15, 25, 20]], [15, []], [17, []], [30, [30]], [25, []], [5, []], [11, []], [10, []], [37, [37, 34]], [9, []], [22, [22, 29, 32]], [35, [35, 39, 40]], [34, []], [29, []], [46, [46, 47, 50, 45]], [47, []], [39, []], [32, []], [50, []], [20, []], [45, []], [40, []]]], [[[1, [1, 9]]], [[13, [13, 14, 8, 7]]], [[12, [12, 17, 11, 10]]], [[24, [24, 18, 21]]], [[19, [19, 15, 25, 20]]], [[30, [30]]], [[28, [28, 33, 31, 23]]], [[16, [16, 26, 27]]], [[37, [37, 34]]], [[22, [22, 29, 32]]], [[38, [38, 41, 36, 42]]], [[35, [35, 39, 40]]], [[46, [46, 47, 50, 45]]], [[43, [43, 49, 48, 44]]]]]",1276.508126,"[[[[0, [5, 4, 6]], [6, []], [5, []], [4, []], [12, [12, 17, 13]], [23, [23, 9]], [17, [10, 18]], [13, []], [18, []], [33, [33, 25, 22, 32]], [20, [20]], [25, []], [38, [38, 34, 35, 37]], [34, []], [35, []], [10, []], [9, []], [22, []], [37, []], [32, []], [50, [50, 42, 39, 47]], [42, []], [39, []], [47, []], [29, [29]], [46, [46]]], [[0, [1, 3]], [2, [2]], [1, []], [16, [16, 8, 11, 15]], [14, [14, 19, 7]], [8, []], [21, [21, 26]], [3, []], [11, [30, 28]], [26, []], [30, []], [15, []], [19, []], [28, []], [31, [31, 36, 24, 27]], [36, []], [24, []], [7, []], [44, [44, 48, 49, 43]], [48, []], [49, []], [43, []], [27, []], [41, [41, 45, 40]], [45, []], [40, []]]], [[[2, [2]]], [[12, [12, 17, 13]]], [[16, [16, 8, 11, 15]]], [[14, [14, 19, 7]]], [[23, [23, 9]]], [[17, [10, 18]]], [[21, [21, 26]]], [[33, [33, 25, 22, 32]]], [[20, [20]]], [[11, [30, 28]]], [[31, [31, 36, 24, 27]]], [[38, [38, 34, 35, 37]]], [[44, [44, 48, 49, 43]]], [[50, [50, 42, 39, 47]]], [[29, [29]]], [[46, [46]], [41, [41, 45, 40]]]]]",56.79618618,0,14,3.214285714,54.08843942,1,16,2.8125,,,,34.378145617,0,11.556024707,0
124,test_data/data_demand_random_50_batch_all1_equal_random/C201_3.dat,8,60,4,1202.298221,"[[[[0, [5, 3]], [17, [17, 8, 18, 19, 16]], [8, []], [18, []], [19, []], [3, []], [16, []], [5, []], [25, [25, 23, 20, 29]], [23, []], [20, [27, 28, 38, 34, 32]], [27, []], [28, []], [38, []], [39, [39]], [29, []], [46, [46, 47, 50, 42, 45, 40]], [47, []], [34, []], [32, []], [50, []], [42, []], [45, []], [40, []]], [[0, [1, 6, 2]], [13, [13, 14, 12, 9, 10, 11, 15, 7]], [14, []], [1, []], [12, []], [26, [26, 4, 21]], [24, [24]], [4, []], [21, []], [6, []], [2, []], [31, [31]], [35, [35, 37, 22, 30, 33, 36]], [9, []], [37, []], [22, []], [10, []], [11, []], [30, []], [15, []], [33, []], [41, [41, 43, 49, 48, 44]], [43, []], [49, []], [48, []], [36, []], [7, []], [44, []]]], [[[13, [13, 14, 12, 9, 10, 11, 15, 7]]], [[17, [17, 8, 18, 19, 16]]], [[25, [25, 23, 20, 29]]], [[26, [26, 4, 21]]], [[24, [24]]], [[31, [31]]], [[20, [27, 28, 38, 34, 32]]], [[35, [35, 37, 22, 30, 33, 36]]], [[41, [41, 43, 49, 48, 44]]], [[39, [39]]], [[46, [46, 47, 50, 42, 45, 40]]]]]",,,39.61228823,0,11,4.090909091,,,,,,(not found),,46.831070408,0,,
125,test_data/data_demand_random_50_batch_all1_equal_random/C201_3.dat,8,90,5,1190.612497,"[[[[0, []], [14, [14, 10, 11, 15, 19, 12, 8, 18]], [12, []], [10, []], [11, []], [8, []], [18, []], [15, []], [19, []], [28, [28, 33, 17, 23, 25, 22]], [33, []], [17, []], [23, []], [25, []], [35, [35, 30, 37, 29, 34, 32]], [30, []], [22, []], [37, []], [39, [39]], [29, []], [46, [46, 47, 50, 45, 40]], [47, []], [34, []], [32, []], [50, []], [45, []], [40, []]], [[0, [6, 1, 4, 5, 3, 2]], [5, []], [9, [9, 7, 13]], [3, []], [2, []], [6, []], [16, [16]], [13, []], [26, [26, 21, 24, 31, 20, 27]], [1, []], [21, []], [24, []], [31, []], [4, []], [42, [42]], [38, [38, 41, 36]], [20, []], [41, []], [27, []], [43, [43, 49, 48, 44]], [49, []], [48, []], [36, []], [7, []], [44, []]]], [[[14, [14, 10, 11, 15, 19, 12, 8, 18]]], [[9, [9, 7, 13]]], [[16, [16]]], [[26, [26, 21, 24, 31, 20, 27]]], [[28, [28, 33, 17, 23, 25, 22]]], [[35, [35, 30, 37, 29, 34, 32]]], [[42, [42]]], [[38, [38, 41, 36]]], [[39, [39]]], [[46, [46, 47, 50, 45, 40]]], [[43, [43, 49, 48, 44]]]]]",1271.217576,"[[[[0, [1]], [17, [17, 8, 9, 12, 10, 11, 14, 18]], [8, []], [9, []], [20, [20, 25, 26]], [12, []], [10, [32, 30, 29, 22, 23]], [11, []], [32, []], [35, [35]], [14, []], [18, []], [38, [38]], [30, [39, 34, 37, 42]], [25, []], [26, []], [1, []], [39, []], [29, []], [46, [46, 47, 50, 45]], [47, []], [34, []], [37, []], [22, []], [50, []], [42, []], [45, []], [23, []]], [[0, [3, 5, 6, 4, 2]], [3, []], [5, []], [19, [19, 15, 13, 16, 7]], [15, []], [13, []], [6, []], [21, [21, 33, 24, 31, 27, 28]], [33, []], [4, []], [36, [36, 40, 41]], [16, []], [24, []], [31, []], [40, []], [41, []], [27, []], [28, []], [43, [43, 49, 48, 44]], [49, []], [48, []], [7, []], [2, []], [44, []]]], [[[17, [17, 8, 9, 12, 10, 11, 14, 18]]], [[19, [19, 15, 13, 16, 7]]], [[21, [21, 33, 24, 31, 27, 28]]], [[20, [20, 25, 26]]], [[10, [32, 30, 29, 22, 23]]], [[35, [35]]], [[38, [38]]], [[30, [39, 34, 37, 42]], [36, [36, 40, 41]]], [[46, [46, 47, 50, 45]]], [[43, [43, 49, 48, 44]]]]]",54.03122713,0,11,4,58.07632388,1,10,4.4,,,,38.900569305,0,56.954138357,0
126,test_data/data_demand_random_50_batch_all1_equal_random/C201_3.dat,8,120,3,1190.612497,"[[[[0, [5, 4, 6, 3, 1]], [5, []], [14, [14, 16, 15, 9, 10, 12, 11]], [4, []], [6, []], [3, []], [16, []], [26, [26, 25]], [25, []], [1, [23, 33, 22, 32, 29]], [23, []], [33, []], [15, []], [38, [38, 35, 37, 34]], [35, []], [37, []], [22, []], [9, []], [32, []], [10, []], [34, []], [29, []], [46, [46, 47, 39, 50, 45]], [47, []], [39, []], [50, []], [12, []], [11, []], [45, []]], [[0, [2]], [2, []], [18, [18, 19, 13, 8, 7, 17]], [19, []], [13, []], [8, []], [7, []], [31, [31, 21, 28, 30, 27, 24, 20]], [21, []], [28, []], [20, []], [40, [40, 42, 41, 36]], [17, []], [30, []], [42, []], [41, []], [27, []], [43, [43, 49, 44, 48]], [49, []], [48, []], [36, []], [24, []], [44, []]]], [[[18, [18, 19, 13, 8, 7, 17]]], [[14, [14, 16, 15, 9, 10, 12, 11]]], [[31, [31, 21, 28, 30, 27, 24, 20]]], [[26, [26, 25]]], [[1, [23, 33, 22, 32, 29]]], [[38, [38, 35, 37, 34]]], [[40, [40, 42, 41, 36]]], [[46, [46, 47, 39, 50, 45]]], [[43, [43, 49, 44, 48]]]]]",1201.70992,"[[[[0, [2]], [13, [13, 16, 19, 15, 8, 18, 17, 14]], [16, []], [14, []], [17, []], [22, [22, 20, 30]], [30, []], [20, []], [19, []], [15, []], [8, []], [18, []], [33, [33, 24, 27, 36]], [36, []], [24, []], [2, []], [44, [44, 48, 49, 43, 45, 41, 40]], [48, []], [27, []], [49, []], [43, []], [41, []], [45, []], [40, []]], [[0, [3, 5, 4, 6, 1]], [3, []], [7, [7, 11, 10, 9, 12]], [11, []], [5, []], [4, []], [6, []], [25, [25, 26, 23, 21]], [1, [31, 28, 32]], [26, []], [23, []], [21, []], [31, []], [28, []], [38, [38, 42, 34, 29, 37, 35]], [42, []], [35, []], [10, []], [9, []], [37, []], [32, []], [50, [50, 46, 47, 39]], [12, []], [34, []], [46, []], [29, []], [47, []], [39, []]]], [[[13, [13, 16, 19, 15, 8, 18, 17, 14]]], [[7, [7, 11, 10, 9, 12]]], [[25, [25, 26, 23, 21]]], [[1, [31, 28, 32]], [22, [22, 20, 30]]], [[33, [33, 24, 27, 36]]], [[38, [38, 42, 34, 29, 37, 35]]], [[44, [44, 48, 49, 43, 45, 41, 40]]], [[50, [50, 46, 47, 39]]]]]",46.64380663,0,9,4.888888889,58.17238986,1,8,5.5,,,,44.211806929,0,56.463013972,0
127,test_data/data_demand_random_50_batch_all1_equal_random/RC101_0.5.dat,4,60,1,776,"[[[[0, [30, 48, 13, 26, 29, 19, 18, 46, 36, 45, 7, 39, 42, 17, 5, 33, 47, 14, 16, 44, 35, 1, 22]], [30, []], [48, []], [13, []], [26, []], [29, []], [19, []], [18, []], [46, []], [36, []], [45, []], [7, []], [39, []], [42, []], [17, []], [5, []], [33, []], [47, []], [14, []], [16, []], [44, []], [35, []], [1, []], [22, []]], [[0, [34, 38, 10, 12, 21, 28, 25, 20, 27, 41, 11, 49, 32, 8, 31, 6, 4, 15, 43, 37, 23, 50, 40, 9, 24, 3, 2]], [34, []], [38, []], [10, []], [12, []], [21, []], [28, []], [25, []], [20, []], [27, []], [41, []], [11, []], [49, []], [32, []], [8, []], [31, []], [6, []], [4, []], [15, []], [43, []], [37, []], [23, []], [50, []], [40, []], [9, []], [24, []], [3, []], [2, []]]], []]",,,0,0,0,0,,,,,results/sol_best_RC101_0.5.dat_A4_L60_pid2765.txt,(not found),,0,0,,
128,test_data/data_demand_random_50_batch_all1_equal_random/RC101_0.5.dat,4,90,1,776,"[[[[0, [48, 13, 26, 29, 19, 18, 46, 36, 45, 7, 39, 42, 17, 5, 33, 47, 14, 16, 44, 35, 1, 22]], [48, []], [13, []], [26, []], [29, []], [19, []], [18, []], [46, []], [36, []], [45, []], [7, []], [39, []], [42, []], [17, []], [5, []], [33, []], [47, []], [14, []], [16, []], [44, []], [35, []], [1, []], [22, []]], [[0, [30, 38, 10, 12, 34, 28, 21, 25, 20, 27, 41, 11, 49, 32, 8, 31, 6, 4, 15, 43, 37, 23, 50, 40, 9, 24, 3, 2]], [30, []], [38, []], [10, []], [12, []], [34, []], [28, []], [21, []], [25, []], [20, []], [27, []], [41, []], [11, []], [49, []], [32, []], [8, []], [31, []], [6, []], [4, []], [15, []], [43, []], [37, []], [23, []], [50, []], [40, []], [9, []], [24, []], [3, []], [2, []]]], []]",,,0,0,0,0,,,,,results/sol_best_RC101_0.5.dat_A4_L90_pid2737.txt,(not found),,0,0,,
129,test_data/data_demand_random_50_batch_all1_equal_random/RC101_0.5.dat,4,120,1,776,"[[[[0, [30, 48, 13, 26, 29, 19, 18, 46, 36, 45, 7, 39, 42, 17, 5, 33, 47, 14, 16, 44, 35, 1, 22]], [30, []], [48, []], [13, []], [26, []], [29, []], [19, []], [18, []], [46, []], [36, []], [45, []], [7, []], [39, []], [42, []], [17, []], [5, []], [33, []], [47, []], [14, []], [16, []], [44, []], [35, []], [1, []], [22, []]], [[0, [38, 10, 12, 34, 21, 28, 25, 20, 27, 41, 11, 49, 32, 8, 31, 6, 4, 15, 43, 37, 23, 50, 40, 9, 24, 3, 2]], [38, []], [10, []], [12, []], [34, []], [21, []], [28, []], [25, []], [20, []], [27, []], [41, []], [11, []], [49, []], [32, []], [8, []], [31, []], [6, []], [4, []], [15, []], [43, []], [37, []], [23, []], [50, []], [40, []], [9, []], [24, []], [3, []], [2, []]]], []]",,,0,0,0,0,,,,,results/sol_best_RC101_0.5.dat_A4_L120_pid2742.txt,(not found),,0,0,,
130,test_data/data_demand_random_50_batch_all1_equal_random/RC101_0.5.dat,8,60,1,776,"[[[[0, [48, 13, 26, 29, 19, 18, 46, 36, 45, 7, 39, 42, 17, 5, 33, 47, 14, 16, 44, 35, 1, 22]], [48, []], [13, []], [26, []], [29, []], [19, []], [18, []], [46, []], [36, []], [45, []], [7, []], [39, []], [42, []], [17, []], [5, []], [33, []], [47, []], [14, []], [16, []], [44, []], [35, []], [1, []], [22, []]], [[0, [30, 38, 10, 12, 34, 21, 28, 25, 20, 27, 41, 11, 49, 32, 8, 31, 6, 4, 15, 43, 37, 23, 50, 40, 9, 24, 3, 2]], [30, []], [38, []], [10, []], [12, []], [34, []], [21, []], [28, []], [25, []], [20, []], [27, []], [41, []], [11, []], [49, []], [32, []], [8, []], [31, []], [6, []], [4, []], [15, []], [43, []], [37, []], [23, []], [50, []], [40, []], [9, []], [24, []], [3, []], [2, []]]], []]",,,0,0,0,0,,,,,results/sol_best_RC101_0.5.dat_A8_L60_pid2746.txt,(not found),,0,0,,
131,test_data/data_demand_random_50_batch_all1_equal_random/RC101_0.5.dat,8,90,1,776,"[[[[0, [48, 13, 26, 29, 19, 18, 46, 36, 45, 7, 39, 42, 17, 5, 33, 47, 14, 16, 44, 35, 1, 22]], [48, []], [13, []], [26, []], [29, []], [19, []], [18, []], [46, []], [36, []], [45, []], [7, []], [39, []], [42, []], [17, []], [5, []], [33, []], [47, []], [14, []], [16, []], [44, []], [35, []], [1, []], [22, []]], [[0, [30, 38, 10, 12, 34, 21, 28, 25, 20, 27, 41, 11, 49, 32, 8, 31, 6, 4, 15, 43, 37, 23, 50, 40, 9, 24, 3, 2]], [30, []], [38, []], [10, []], [12, []], [34, []], [21, []], [28, []], [25, []], [20, []], [27, []], [41, []], [11, []], [49, []], [32, []], [8, []], [31, []], [6, []], [4, []], [15, []], [43, []], [37, []], [23, []], [50, []], [40, []], [9, []], [24, []], [3, []], [2, []]]], []]",,,0,0,0,0,,,,,results/sol_best_RC101_0.5.dat_A8_L90_pid2803.txt,(not found),,0,0,,
132,test_data/data_demand_random_50_batch_all1_equal_random/RC101_0.5.dat,8,120,1,744,"[[[[0, [26, 29, 19, 18, 46, 36, 45, 7, 39, 42, 17, 5, 33, 47, 14, 16, 44, 35, 1, 22, 24, 9, 3, 2]], [26, []], [29, []], [19, []], [18, []], [46, []], [36, []], [45, []], [7, []], [39, []], [42, []], [17, []], [5, []], [33, []], [47, []], [14, []], [16, []], [44, []], [35, []], [1, []], [22, []], [24, []], [9, []], [3, []], [2, []]], [[0, [30, 48, 13, 10, 12, 38, 34, 21, 28, 25, 20, 27, 41, 11, 49, 32, 8, 31, 6, 4, 40, 50, 23, 37, 43, 15]], [30, []], [48, []], [13, []], [10, []], [12, []], [38, []], [34, []], [21, []], [28, []], [25, []], [20, []], [27, []], [41, []], [11, []], [49, []], [32, []], [8, []], [31, []], [6, []], [4, []], [40, []], [50, []], [23, []], [37, []], [43, []], [15, []]]], []]",,,0,0,0,0,,,,,results/sol_best_RC101_0.5.dat_A8_L120_pid2752.txt,(not found),,0,0,,
133,test_data/data_demand_random_50_batch_all1_equal_random/RC101_1.5.dat,4,60,1,1168,"[[[[0, [12, 45, 20, 34, 26, 31, 49, 10, 6, 37, 40, 44, 14, 27, 47, 35, 13, 43, 39, 50, 23, 22, 29, 41, 16, 9, 33, 32, 1]], [12, []], [45, []], [20, []], [34, []], [26, []], [31, []], [49, []], [10, []], [6, []], [37, []], [40, []], [44, []], [14, []], [27, []], [47, []], [35, []], [13, []], [43, []], [39, []], [50, []], [23, []], [22, []], [29, []], [41, []], [16, []], [9, []], [33, []], [32, []], [1, []]], [[0, [36, 21, 8, 24, 17, 15, 3, 5, 2, 46, 4, 38, 48, 42, 19, 30, 7, 28, 11, 18, 25]], [36, []], [21, []], [8, []], [24, []], [17, []], [15, []], [3, []], [5, []], [2, []], [46, []], [4, []], [38, []], [48, []], [42, []], [19, []], [30, []], [7, []], [28, []], [11, []], [18, []], [25, []]]], []]",,,0,0,0,0,,,,,results/sol_best_RC101_1.5.dat_A4_L60_pid2668.txt,(not found),,0,0,,
134,test_data/data_demand_random_50_batch_all1_equal_random/RC101_1.5.dat,4,90,1,1096,"[[[[0, [12, 34, 31, 24, 8, 21, 37, 6, 36, 40, 44, 14, 27, 35, 13, 43, 39, 1, 32, 33, 9, 16, 41, 29, 22, 23]], [12, []], [34, []], [49, [49, 47, 50]], [31, []], [24, []], [8, []], [21, []], [37, []], [6, []], [36, []], [40, []], [44, []], [14, []], [27, []], [47, []], [35, []], [13, []], [43, []], [39, []], [1, []], [32, []], [33, []], [9, []], [16, []], [41, []], [29, []], [22, []], [23, []], [50, []]], [[0, [10, 17, 26, 15, 3, 45, 20, 5, 2, 46, 4, 38, 48, 42, 19, 30, 7, 28, 11, 18, 25]], [10, []], [17, []], [26, []], [15, []], [3, []], [45, []], [20, []], [5, []], [2, []], [46, []], [4, []], [38, []], [48, []], [42, []], [19, []], [30, []], [7, []], [28, []], [11, []], [18, []], [25, []]]], [[[49, [49, 47, 50]]]]]",,,72.11102551,0,1,3,,,,,results/sol_best_RC101_1.5.dat_A4_L90_pid2749.txt,(not found),,0,0,,
135,test_data/data_demand_random_50_batch_all1_equal_random/RC101_1.5.dat,4,120,1,1096,"[[[[0, [12, 34, 26, 31, 24, 8, 21, 6, 37, 36, 40, 44, 14, 27, 35, 13, 43, 39, 1, 32, 33, 9, 16, 41, 29, 22, 23]], [12, []], [34, []], [26, []], [31, []], [24, []], [49, [49, 47, 50]], [8, []], [21, []], [6, []], [37, []], [36, []], [40, []], [44, []], [14, []], [27, []], [47, []], [35, []], [13, []], [43, []], [39, []], [1, []], [32, []], [33, []], [9, []], [16, []], [41, []], [29, []], [22, []], [23, []], [50, []]], [[0, [10, 17, 15, 3, 45, 20, 5, 2, 46, 4, 38, 48, 42, 19, 30, 7, 28, 11, 18, 25]], [10, []], [17, []], [15, []], [3, []], [45, []], [20, []], [5, []], [2, []], [46, []], [4, []], [38, []], [48, []], [42, []], [19, []], [30, []], [7, []], [28, []], [11, []], [18, []], [25, []]]], [[[49, [49, 47, 50]]]]]",,,72.11102551,0,1,3,,,,,results/sol_best_RC101_1.5.dat_A4_L120_pid2752.txt,(not found),,0,0,,
